"","geocod","geodsg","valor","municip","ars","nuts3","aces2","nuts1","nuts2","cod_geo_nuts2002","year","aggregation"
"2383","1840210","Moura",77.45,"Moura","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840210","2017","NUTSIII"
"2384","1840212","Ourique",77.28,"Ourique","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840212","2017","NUTSIII"
"2385","1840213","Serpa",72.84,"Serpa","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840213","2017","NUTSIII"
"2386","1840214","Vidigueira",72.81,"Vidigueira","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840214","2017","NUTSIII"
"2387","1851403","Almeirim",86.17,"Almeirim","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851403","2017","NUTSIII"
"2388","1851404","Alpiarça",77.14,"Alpiarça","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851404","2017","NUTSIII"
"2389","1851103","Azambuja",106.2,"Azambuja","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Estuário do Tejo","Continente","Alentejo","1851103","2017","NUTSIII"
"2390","1851405","Benavente",94.4,"Benavente","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Estuário do Tejo","Continente","Alentejo","1851405","2017","NUTSIII"
"2391","1851406","Cartaxo",86.51,"Cartaxo","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851406","2017","NUTSIII"
"2392","1851407","Chamusca",71.72,"Chamusca","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851407","2017","NUTSIII"
"2393","1851409","Coruche",76.77,"Coruche","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851409","2017","NUTSIII"
"2394","1851412","Golegã",82.59,"Golegã","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851412","2017","NUTSIII"
"2395","1851414","Rio Maior",90.24,"Rio Maior","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851414","2017","NUTSIII"
"2396","1851415","Salvaterra de Magos",77.46,"Salvaterra de Magos","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851415","2017","NUTSIII"
"2397","1851416","Santarém",101.4,"Santarém","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851416","2017","NUTSIII"
"2398","1861201","Alter do Chão",72.91,"Alter do Chão","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821201","2017","NUTSIII"
"2399","1861202","Arronches",71.97,"Arronches","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821202","2017","NUTSIII"
"2400","1861203","Avis",74.14,"Avis","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821203","2017","NUTSIII"
"2401","1861204","Campo Maior",94.02,"Campo Maior","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821204","2017","NUTSIII"
"2402","1861205","Castelo de Vide",81.63,"Castelo de Vide","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821205","2017","NUTSIII"
"2403","1861206","Crato",72.78,"Crato","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821206","2017","NUTSIII"
"2404","1861207","Elvas",88.98,"Elvas","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821207","2017","NUTSIII"
"2405","1861208","Fronteira",79.03,"Fronteira","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821208","2017","NUTSIII"
"2406","1861209","Gavião",71.82,"Gavião","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821209","2017","NUTSIII"
"2407","1861210","Marvão",64.82,"Marvão","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821210","2017","NUTSIII"
"2408","1861211","Monforte",73.87,"Monforte","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821211","2017","NUTSIII"
"2409","1861212","Nisa",73.16,"Nisa","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821212","2017","NUTSIII"
"2410","1861213","Ponte de Sor",84.38,"Ponte de Sor","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821213","2017","NUTSIII"
"2411","1861214","Portalegre",104.12,"Portalegre","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821214","2017","NUTSIII"
"2412","1861215","Sousel",69.02,"Sousel","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1831215","2017","NUTSIII"
"2413","1870701","Alandroal",64.52,"Alandroal","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830701","2017","NUTSIII"
"2414","1870702","Arraiolos",73.32,"Arraiolos","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830702","2017","NUTSIII"
"2415","1870703","Borba",73.86,"Borba","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830703","2017","NUTSIII"
"2416","1870704","Estremoz",93.91,"Estremoz","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830704","2017","NUTSIII"
"2417","1870705","Évora",117.31,"Évora","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830705","2017","NUTSIII"
"2418","1870706","Montemor-o-Novo",86.75,"Montemor-o-Novo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830706","2017","NUTSIII"
"2419","1870707","Mora",82.43,"Mora","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1820707","2017","NUTSIII"
"2420","1870708","Mourão",69.93,"Mourão","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830708","2017","NUTSIII"
"2421","1870709","Portel",64.79,"Portel","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830709","2017","NUTSIII"
"2422","1870710","Redondo",71.85,"Redondo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830710","2017","NUTSIII"
"2423","1870711","Reguengos de Monsaraz",89.44,"Reguengos de Monsaraz","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830711","2017","NUTSIII"
"2424","1870712","Vendas Novas",95.23,"Vendas Novas","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830712","2017","NUTSIII"
"2425","1870713","Viana do Alentejo",79.25,"Viana do Alentejo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830713","2017","NUTSIII"
"2426","1870714","Vila Viçosa",83.44,"Vila Viçosa","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830714","2017","NUTSIII"
"2427","1500801","Albufeira",112.04,"Albufeira","Algarve","Algarve","ACeS Central","Continente","Algarve","1500801","2017","NUTSIII"
"2428","1500802","Alcoutim",67.53,"Alcoutim","Algarve","Algarve","ACeS Sotavento","Continente","Algarve","1500802","2017","NUTSIII"
"2429","1500803","Aljezur",63.08,"Aljezur","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500803","2017","NUTSIII"
"2430","1500804","Castro Marim",71.74,"Castro Marim","Algarve","Algarve","ACeS Sotavento","Continente","Algarve","1500804","2017","NUTSIII"
"2431","1500805","Faro",132.5,"Faro","Algarve","Algarve","ACeS Central","Continente","Algarve","1500805","2017","NUTSIII"
"2432","1500806","Lagoa",89.77,"Lagoa","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500806","2017","NUTSIII"
"2433","1500807","Lagos",93.78,"Lagos","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500807","2017","NUTSIII"
"2434","1500808","Loulé",105.92,"Loulé","Algarve","Algarve","ACeS Central","Continente","Algarve","1500808","2017","NUTSIII"
"2435","1500809","Monchique",61.85,"Monchique","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500809","2017","NUTSIII"
"2436","1500810","Olhão",81.13,"Olhão","Algarve","Algarve","ACeS Central","Continente","Algarve","1500810","2017","NUTSIII"
"2437","1500811","Portimão",103.45,"Portimão","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500811","2017","NUTSIII"
"2438","1500812","São Brás de Alportel",84.78,"São Brás de Alportel","Algarve","Algarve","ACeS Central","Continente","Algarve","1500812","2017","NUTSIII"
"2439","1500813","Silves",76.86,"Silves","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500813","2017","NUTSIII"
"2440","1500814","Tavira",91.97,"Tavira","Algarve","Algarve","ACeS Sotavento","Continente","Algarve","1500814","2017","NUTSIII"
"2441","1500815","Vila do Bispo",64.62,"Vila do Bispo","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500815","2017","NUTSIII"
"2442","1500816","Vila Real de Santo António",91.83,"Vila Real de Santo António","Algarve","Algarve","ACeS Sotavento","Continente","Algarve","1500816","2017","NUTSIII"
"2443","2004301","Angra do Heroísmo",94.74,"Angra do Heroísmo","Açores","Região Autónoma dos Açores","USI Terceira","Região Autónoma dos Açores","Região Autónoma dos Açores","2004301","2017","NUTSIII"
"2444","2004501","Calheta",77.12,"Calheta [R.A. Açores]","Açores","Região Autónoma dos Açores","USI São Jorge","Região Autónoma dos Açores","Região Autónoma dos Açores","2004501","2017","NUTSIII"
"2445","2004901","Corvo",76.16,"Corvo","Açores","Região Autónoma dos Açores","USI Corvo","Região Autónoma dos Açores","Região Autónoma dos Açores","2004901","2017","NUTSIII"
"2446","2004701","Horta",90.66,"Horta","Açores","Região Autónoma dos Açores","USI Faial","Região Autónoma dos Açores","Região Autónoma dos Açores","2004701","2017","NUTSIII"
"2447","2004201","Lagoa",74.24,"Lagoa [R.A. Açores]","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004201","2017","NUTSIII"
"2448","2004801","Lajes das Flores",74.78,"Lajes das Flores","Açores","Região Autónoma dos Açores","USI Flores","Região Autónoma dos Açores","Região Autónoma dos Açores","2004801","2017","NUTSIII"
"2449","2004601","Lajes do Pico",70.03,"Lajes do Pico","Açores","Região Autónoma dos Açores","USI Pico","Região Autónoma dos Açores","Região Autónoma dos Açores","2004601","2017","NUTSIII"
"2450","2004602","Madalena",89.09,"Madalena","Açores","Região Autónoma dos Açores","USI Pico","Região Autónoma dos Açores","Região Autónoma dos Açores","2004602","2017","NUTSIII"
"2451","2004202","Nordeste",62.47,"Nordeste","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004202","2017","NUTSIII"
"2452","2004203","Ponta Delgada",107.75,"Ponta Delgada","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004203","2017","NUTSIII"
"2453","2004204","Povoação",66.28,"Povoação","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004204","2017","NUTSIII"
"2454","2004205","Ribeira Grande",71.12,"Ribeira Grande","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004205","2017","NUTSIII"
"2455","2004401","Santa Cruz da Graciosa",73.13,"Santa Cruz da Graciosa","Açores","Região Autónoma dos Açores","USI Graciosa","Região Autónoma dos Açores","Região Autónoma dos Açores","2004401","2017","NUTSIII"
"2456","2004802","Santa Cruz das Flores",88.44,"Santa Cruz das Flores","Açores","Região Autónoma dos Açores","USI Flores","Região Autónoma dos Açores","Região Autónoma dos Açores","2004802","2017","NUTSIII"
"2457","2004603","São Roque do Pico",81.51,"São Roque do Pico","Açores","Região Autónoma dos Açores","USI Pico","Região Autónoma dos Açores","Região Autónoma dos Açores","2004603","2017","NUTSIII"
"2458","2004502","Velas",83.12,"Velas","Açores","Região Autónoma dos Açores","USI São Jorge","Região Autónoma dos Açores","Região Autónoma dos Açores","2004502","2017","NUTSIII"
"2459","2004302","Vila da Praia da Vitória",74.73,"Vila da Praia da Vitória","Açores","Região Autónoma dos Açores","USI Terceira","Região Autónoma dos Açores","Região Autónoma dos Açores","2004302","2017","NUTSIII"
"2460","2004101","Vila do Porto",89.7,"Vila do Porto","Açores","Região Autónoma dos Açores","USI Santa Maria","Região Autónoma dos Açores","Região Autónoma dos Açores","2004101","2017","NUTSIII"
"2461","2004206","Vila Franca do Campo",65.02,"Vila Franca do Campo","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004206","2017","NUTSIII"
"2462","3003101","Calheta",62.8,"Calheta [R.A. Madeira]","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003101","2017","NUTSIII"
"2463","3003102","Câmara de Lobos",58.27,"Câmara de Lobos","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003102","2017","NUTSIII"
"2464","3003103","Funchal",114.28,"Funchal","Madeira","Região Autónoma da Madeira","ACeS Funchal","Região Autónoma da Madeira","Região Autónoma da Madeira","3003103","2017","NUTSIII"
"2465","3003104","Machico",78.16,"Machico","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003104","2017","NUTSIII"
"2466","3003105","Ponta do Sol",55.19,"Ponta do Sol","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003105","2017","NUTSIII"
"2467","3003106","Porto Moniz",56.92,"Porto Moniz","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003106","2017","NUTSIII"
"2468","3003201","Porto Santo",93.53,"Porto Santo","Madeira","Região Autónoma da Madeira","ACeS Porto Santo","Região Autónoma da Madeira","Região Autónoma da Madeira","3003201","2017","NUTSIII"
"2469","3003107","Ribeira Brava",68.43,"Ribeira Brava","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003107","2017","NUTSIII"
"2470","3003108","Santa Cruz",71.51,"Santa Cruz","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003108","2017","NUTSIII"
"2471","3003109","Santana",58.29,"Santana","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003109","2017","NUTSIII"
"2472","3003110","São Vicente",61.02,"São Vicente","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003110","2017","NUTSIII"
"2473","1111601","Arcos de Valdevez",68.57,"Arcos de Valdevez","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111601","2019","NUTSIII"
"2474","1111601","Arcos de Valdevez",68.57,"Arcos de Valdevez","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111601","2019","NUTSIII"
"2475","1111602","Caminha",79.25,"Caminha","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111602","2019","NUTSIII"
"2476","1111603","Melgaço",62.09,"Melgaço","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111603","2019","NUTSIII"
"2477","1111604","Monção",71.3,"Monção","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111604","2019","NUTSIII"
"2478","1111605","Paredes de Coura",67.27,"Paredes de Coura","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111605","2019","NUTSIII"
"2479","1111606","Ponte da Barca",65.54,"Ponte da Barca","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111606","2019","NUTSIII"
"2480","1111607","Ponte de Lima",72.24,"Ponte de Lima","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111607","2019","NUTSIII"
"2481","1111608","Valença",83.2,"Valença","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111608","2019","NUTSIII"
"2482","1111609","Viana do Castelo",93.77,"Viana do Castelo","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111609","2019","NUTSIII"
"2483","1111610","Vila Nova de Cerveira",85.85,"Vila Nova de Cerveira","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111610","2019","NUTSIII"
"2484","1120301","Amares",71.91,"Amares","Norte","Cávado","ACeS Gerês/Cabreira","Continente","Norte","1120301","2019","NUTSIII"
"2485","1120302","Barcelos",80.12,"Barcelos","Norte","Cávado","ACeS Barcelos/Esposende","Continente","Norte","1120302","2019","NUTSIII"
"2486","1120303","Braga",108.78,"Braga","Norte","Cávado","ACeS Braga","Continente","Norte","1120303","2019","NUTSIII"
"2487","1120306","Esposende",85.18,"Esposende","Norte","Cávado","ACeS Barcelos/Esposende","Continente","Norte","1120306","2019","NUTSIII"
"2488","1120310","Terras de Bouro",63.79,"Terras de Bouro","Norte","Cávado","ACeS Gerês/Cabreira","Continente","Norte","1120310","2019","NUTSIII"
"2489","1120313","Vila Verde",70.39,"Vila Verde","Norte","Cávado","ACeS Gerês/Cabreira","Continente","Norte","1120313","2019","NUTSIII"
"2490","1190304","Cabeceiras de Basto",66.51,"Cabeceiras de Basto","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1150304","2019","NUTSIII"
"2491","1190307","Fafe",75.53,"Fafe","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1130307","2019","NUTSIII"
"2492","1190308","Guimarães",91.3,"Guimarães","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1130308","2019","NUTSIII"
"2493","1191705","Mondim de Basto",60.98,"Mondim de Basto","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1151705","2019","NUTSIII"
"2494","1190309","Póvoa de Lanhoso",71.35,"Póvoa de Lanhoso","Norte","Ave","ACeS Gerês/Cabreira","Continente","Norte","1130309","2019","NUTSIII"
"2495","1190311","Vieira do Minho",67.26,"Vieira do Minho","Norte","Ave","ACeS Gerês/Cabreira","Continente","Norte","1130311","2019","NUTSIII"
"2496","1190312","Vila Nova de Famalicão",89.86,"Vila Nova de Famalicão","Norte","Ave","ACeS Famalicão","Continente","Norte","1130312","2019","NUTSIII"
"2497","1190314","Vizela",83.17,"Vizela","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1130314","2019","NUTSIII"
"2498","11A0104","Arouca",72.72,"Arouca","Norte","Área Metropolitana do Porto","ACeS Feira/Arouca","Continente","Norte","1160104","2019","NUTSIII"
"2499","11A0107","Espinho",104.37,"Espinho","Norte","Área Metropolitana do Porto","ACeS Gaia e Espinho/Gaia","Continente","Norte","1140107","2019","NUTSIII"
"2500","11A1304","Gondomar",84.89,"Gondomar","Norte","Área Metropolitana do Porto","ACeS Gondomar","Continente","Norte","1141304","2019","NUTSIII"
"2501","11A1306","Maia",110.64,"Maia","Norte","Área Metropolitana do Porto","ACeS Maia/Valongo","Continente","Norte","1141306","2019","NUTSIII"
"2502","11A1308","Matosinhos",130.63,"Matosinhos","Norte","Área Metropolitana do Porto","ULS Matosinhos","Continente","Norte","1141308","2019","NUTSIII"
"2503","11A0113","Oliveira de Azeméis",83.41,"Oliveira de Azeméis","Norte","Área Metropolitana do Porto","ACeS Aveiro Norte","Continente","Norte","1160113","2019","NUTSIII"
"2504","11A1310","Paredes",79.03,"Paredes","Norte","Área Metropolitana do Porto","ACeS Vale do Sousa Sul","Continente","Norte","1151310","2019","NUTSIII"
"2505","11A1312","Porto",154.02,"Porto","Norte","Área Metropolitana do Porto","ACeS Porto Ocidental e Porto Oriental","Continente","Norte","1141312","2019","NUTSIII"
"2506","11A1313","Póvoa de Varzim",96.46,"Póvoa de Varzim","Norte","Área Metropolitana do Porto","ACeS Póvoa de Varzim/Vila do Conde","Continente","Norte","1141313","2019","NUTSIII"
"2507","11A0109","Santa Maria da Feira",85.76,"Santa Maria da Feira","Norte","Área Metropolitana do Porto","ACeS Feira/Arouca","Continente","Norte","1160109","2019","NUTSIII"
"2508","11A1314","Santo Tirso",85.53,"Santo Tirso","Norte","Área Metropolitana do Porto","ACeS Santo Tirso/Trofa","Continente","Norte","1131314","2019","NUTSIII"
"2509","11A0116","São João da Madeira",130.55,"São João da Madeira","Norte","Área Metropolitana do Porto","ACeS Aveiro Norte","Continente","Norte","1160116","2019","NUTSIII"
"2510","11A1318","Trofa",94.57,"Trofa","Norte","Área Metropolitana do Porto","ACeS Santo Tirso/Trofa","Continente","Norte","1131318","2019","NUTSIII"
"2511","11A0119","Vale de Cambra",87.44,"Vale de Cambra","Norte","Área Metropolitana do Porto","ACeS Aveiro Norte","Continente","Norte","1160119","2019","NUTSIII"
"2512","11A1315","Valongo",92.03,"Valongo","Norte","Área Metropolitana do Porto","ACeS Maia/Valongo","Continente","Norte","1141315","2019","NUTSIII"
"2513","11A1316","Vila do Conde",95.94,"Vila do Conde","Norte","Área Metropolitana do Porto","ACeS Póvoa de Varzim/Vila do Conde","Continente","Norte","1141316","2019","NUTSIII"
"2514","11A1317","Vila Nova de Gaia",100.55,"Vila Nova de Gaia","Norte","Área Metropolitana do Porto","ACeS Gaia e Espinho/Gaia","Continente","Norte","1141317","2019","NUTSIII"
"2515","11B1702","Boticas",60.71,"Boticas","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181702","2019","NUTSIII"
"2516","11B1703","Chaves",79.08,"Chaves","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181703","2019","NUTSIII"
"2517","11B1706","Montalegre",63.32,"Montalegre","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181706","2019","NUTSIII"
"2518","11B1709","Ribeira de Pena",63.86,"Ribeira de Pena","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1151709","2019","NUTSIII"
"2519","11B1712","Valpaços",61.21,"Valpaços","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181712","2019","NUTSIII"
"2520","11B1713","Vila Pouca de Aguiar",65.54,"Vila Pouca de Aguiar","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181713","2019","NUTSIII"
"2521","11C1301","Amarante",72.58,"Amarante","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151301","2019","NUTSIII"
"2522","11C1302","Baião",59.48,"Baião","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151302","2019","NUTSIII"
"2523","11C0106","Castelo de Paiva",68.05,"Castelo de Paiva","Norte","Tâmega e Sousa","ACeS Vale do Sousa Sul","Continente","Norte","1150106","2019","NUTSIII"
"2524","11C0305","Celorico de Basto",57.47,"Celorico de Basto","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1150305","2019","NUTSIII"
"2525","11C1804","Cinfães",59.43,"Cinfães","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151804","2019","NUTSIII"
"2526","11C1303","Felgueiras",80.33,"Felgueiras","Norte","Tâmega e Sousa","ACeS Vale do Sousa Norte","Continente","Norte","1151303","2019","NUTSIII"
"2527","11C1305","Lousada",72.58,"Lousada","Norte","Tâmega e Sousa","ACeS Vale do Sousa Norte","Continente","Norte","1151305","2019","NUTSIII"
"2528","11C1307","Marco de Canaveses",73.54,"Marco de Canaveses","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151307","2019","NUTSIII"
"2529","11C1309","Paços de Ferreira",80.5,"Paços de Ferreira","Norte","Tâmega e Sousa","ACeS Vale do Sousa Norte","Continente","Norte","1151309","2019","NUTSIII"
"2530","11C1311","Penafiel",79.72,"Penafiel","Norte","Tâmega e Sousa","ACeS Vale do Sousa Sul","Continente","Norte","1151311","2019","NUTSIII"
"2531","11C1813","Resende",61.72,"Resende","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151813","2019","NUTSIII"
"2532","11D1701","Alijó",64.53,"Alijó","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171701","2019","NUTSIII"
"2533","11D1801","Armamar",63.1,"Armamar","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171801","2019","NUTSIII"
"2534","11D0403","Carrazeda de Ansiães",62.14,"Carrazeda de Ansiães","Norte","Douro","ULS Nordeste","Continente","Norte","1170403","2019","NUTSIII"
"2535","11D0404","Freixo de Espada à Cinta",62.16,"Freixo de Espada à Cinta","Norte","Douro","ULS Nordeste","Continente","Norte","1170404","2019","NUTSIII"
"2536","11D1805","Lamego",80.66,"Lamego","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171805","2019","NUTSIII"
"2537","11D1704","Mesão Frio",68.57,"Mesão Frio","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171704","2019","NUTSIII"
"2538","11D1807","Moimenta da Beira",66.03,"Moimenta da Beira","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171807","2019","NUTSIII"
"2539","11D1707","Murça",61.57,"Murça","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1181707","2019","NUTSIII"
"2540","11D1812","Penedono",62.99,"Penedono","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171812","2019","NUTSIII"
"2541","11D1708","Peso da Régua",82.93,"Peso da Régua","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171708","2019","NUTSIII"
"2542","11D1710","Sabrosa",62.62,"Sabrosa","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171710","2019","NUTSIII"
"2543","11D1711","Santa Marta de Penaguião",58.55,"Santa Marta de Penaguião","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171711","2019","NUTSIII"
"2544","11D1815","São João da Pesqueira",65.47,"São João da Pesqueira","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171815","2019","NUTSIII"
"2545","11D1818","Sernancelhe",60.14,"Sernancelhe","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171818","2019","NUTSIII"
"2546","11D1819","Tabuaço",55.94,"Tabuaço","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171819","2019","NUTSIII"
"2547","11D1820","Tarouca",63.36,"Tarouca","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171820","2019","NUTSIII"
"2548","11D0409","Torre de Moncorvo",63.1,"Torre de Moncorvo","Norte","Douro","ULS Nordeste","Continente","Norte","1170409","2019","NUTSIII"
"2549","11D0914","Vila Nova de Foz Côa",68.29,"Vila Nova de Foz Côa","Centro","Douro","ULS Guarda","Continente","Norte","1170914","2019","NUTSIII"
"2550","11D1714","Vila Real",98.32,"Vila Real","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171714","2019","NUTSIII"
"2551","11E0401","Alfândega da Fé",69.47,"Alfândega da Fé","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180401","2019","NUTSIII"
"2552","11E0402","Bragança",96.95,"Bragança","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180402","2019","NUTSIII"
"2553","11E0405","Macedo de Cavaleiros",73.75,"Macedo de Cavaleiros","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180405","2019","NUTSIII"
"2554","11E0406","Miranda do Douro",72.88,"Miranda do Douro","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180406","2019","NUTSIII"
