"","geocod","geodsg","valor","sinal_conv","sinal_conv_desc","municip","ars","nuts3","aces2","nuts1","nuts2","cod_geo_nuts2002","year","aggregation"
"147","16G1816","São Pedro do Sul",3.08,"","","São Pedro do Sul","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651816","1.º Semestre de 2018","NUTSIII"
"148","16G1817","Sátão",1.93,"","","Sátão","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651817","1.º Semestre de 2018","NUTSIII"
"149","16G1821","Tondela",3.19,"","","Tondela","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651821","1.º Semestre de 2018","NUTSIII"
"150","16G1822","Vila Nova de Paiva",NA,"-","Dado nulo ou não aplicável","Vila Nova de Paiva","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651822","1.º Semestre de 2018","NUTSIII"
"151","16G1823","Viseu",3.44,"","","Viseu","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651823","1.º Semestre de 2018","NUTSIII"
"152","16G1824","Vouzela",NA,"-","Dado nulo ou não aplicável","Vouzela","Centro","Viseu Dão Lafões","ACeS Dão Lafões","Continente","Centro","1651824","1.º Semestre de 2018","NUTSIII"
"153","16H0502","Castelo Branco",2.98,"","","Castelo Branco","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690502","1.º Semestre de 2018","NUTSIII"
"154","16H0505","Idanha-a-Nova",NA,"-","Dado nulo ou não aplicável","Idanha-a-Nova","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690505","1.º Semestre de 2018","NUTSIII"
"155","16H0506","Oleiros",NA,"-","Dado nulo ou não aplicável","Oleiros","Centro","Beira Baixa","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660506","1.º Semestre de 2018","NUTSIII"
"156","16H0507","Penamacor",NA,"-","Dado nulo ou não aplicável","Penamacor","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690507","1.º Semestre de 2018","NUTSIII"
"157","16H0508","Proença-a-Nova",NA,"-","Dado nulo ou não aplicável","Proença-a-Nova","Centro","Beira Baixa","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660508","1.º Semestre de 2018","NUTSIII"
"158","16H0511","Vila Velha de Ródão",NA,"-","Dado nulo ou não aplicável","Vila Velha de Ródão","Centro","Beira Baixa","ACeS Beira Interior Sul (ULS Castelo Branco)","Continente","Centro","1690511","1.º Semestre de 2018","NUTSIII"
"159","16I1401","Abrantes",2.73,"","","Abrantes","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1401","1.º Semestre de 2018","NUTSIII"
"160","16I1402","Alcanena",2.46,"","","Alcanena","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1402","1.º Semestre de 2018","NUTSIII"
"161","16I1408","Constância",NA,"-","Dado nulo ou não aplicável","Constância","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1408","1.º Semestre de 2018","NUTSIII"
"162","16I1410","Entroncamento",3.17,"","","Entroncamento","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1410","1.º Semestre de 2018","NUTSIII"
"163","16I1411","Ferreira do Zêzere",NA,"-","Dado nulo ou não aplicável","Ferreira do Zêzere","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1411","1.º Semestre de 2018","NUTSIII"
"164","16I1413","Mação",NA,"-","Dado nulo ou não aplicável","Mação","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","1661413","1.º Semestre de 2018","NUTSIII"
"165","16I1421","Ourém",3.36,"","","Ourém","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1421","1.º Semestre de 2018","NUTSIII"
"166","16I1417","Sardoal",NA,"-","Dado nulo ou não aplicável","Sardoal","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1417","1.º Semestre de 2018","NUTSIII"
"167","16I0509","Sertã",2.58,"","","Sertã","Centro","Médio Tejo","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660509","1.º Semestre de 2018","NUTSIII"
"168","16I1418","Tomar",3.29,"","","Tomar","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1418","1.º Semestre de 2018","NUTSIII"
"169","16I1419","Torres Novas",3.21,"","","Torres Novas","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1419","1.º Semestre de 2018","NUTSIII"
"170","16I0510","Vila de Rei",NA,"-","Dado nulo ou não aplicável","Vila de Rei","Centro","Médio Tejo","ACeS Pinhal Interior Sul (ULS Castelo Branco)","Continente","Centro","1660510","1.º Semestre de 2018","NUTSIII"
"171","16I1420","Vila Nova da Barquinha",2.93,"","","Vila Nova da Barquinha","Lisboa e Vale do Tejo","Médio Tejo","ACeS Médio Tejo","Continente","Centro","16C1420","1.º Semestre de 2018","NUTSIII"
"172","16J0902","Almeida",NA,"-","Dado nulo ou não aplicável","Almeida","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680902","1.º Semestre de 2018","NUTSIII"
"173","16J0501","Belmonte",1.62,"","","Belmonte","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0501","1.º Semestre de 2018","NUTSIII"
"174","16J0903","Celorico da Beira",NA,"-","Dado nulo ou não aplicável","Celorico da Beira","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680903","1.º Semestre de 2018","NUTSIII"
"175","16J0503","Covilhã",2.99,"","","Covilhã","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0503","1.º Semestre de 2018","NUTSIII"
"176","16J0904","Figueira de Castelo Rodrigo",NA,"-","Dado nulo ou não aplicável","Figueira de Castelo Rodrigo","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680904","1.º Semestre de 2018","NUTSIII"
"177","16J0905","Fornos de Algodres",NA,"-","Dado nulo ou não aplicável","Fornos de Algodres","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670905","1.º Semestre de 2018","NUTSIII"
"178","16J0504","Fundão",3,"","","Fundão","Centro","Beiras e Serra da Estrela","ACeS Cova Da Beira","Continente","Centro","16A0504","1.º Semestre de 2018","NUTSIII"
"179","16J0906","Gouveia",2.39,"","","Gouveia","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670906","1.º Semestre de 2018","NUTSIII"
"180","16J0907","Guarda",3.02,"","","Guarda","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680907","1.º Semestre de 2018","NUTSIII"
"181","16J0908","Manteigas",NA,"-","Dado nulo ou não aplicável","Manteigas","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680908","1.º Semestre de 2018","NUTSIII"
"182","16J0909","Mêda",NA,"-","Dado nulo ou não aplicável","Mêda","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680909","1.º Semestre de 2018","NUTSIII"
"183","16J0910","Pinhel",NA,"-","Dado nulo ou não aplicável","Pinhel","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680910","1.º Semestre de 2018","NUTSIII"
"184","16J0911","Sabugal",NA,"-","Dado nulo ou não aplicável","Sabugal","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680911","1.º Semestre de 2018","NUTSIII"
"185","16J0912","Seia",2.49,"","","Seia","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1670912","1.º Semestre de 2018","NUTSIII"
"186","16J0913","Trancoso",NA,"-","Dado nulo ou não aplicável","Trancoso","Centro","Beiras e Serra da Estrela","ULS Guarda","Continente","Centro","1680913","1.º Semestre de 2018","NUTSIII"
"187","1701502","Alcochete",5.15,"","","Alcochete","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721502","1.º Semestre de 2018","NUTSIII"
"188","1701503","Almada",6.45,"","","Almada","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Almada/Seixal","Continente","Área Metropolitana de Lisboa","1721503","1.º Semestre de 2018","NUTSIII"
"189","1701115","Amadora",6.76,"","","Amadora","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Amadora","Continente","Área Metropolitana de Lisboa","1711115","1.º Semestre de 2018","NUTSIII"
"190","1701504","Barreiro",4.79,"","","Barreiro","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721504","1.º Semestre de 2018","NUTSIII"
"191","1701105","Cascais",8.93,"","","Cascais","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Cascais","Continente","Área Metropolitana de Lisboa","1711105","1.º Semestre de 2018","NUTSIII"
"192","1701106","Lisboa",10.39,"","","Lisboa","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Lisboa Norte + Lisboa Central","Continente","Área Metropolitana de Lisboa","1711106","1.º Semestre de 2018","NUTSIII"
"193","1701107","Loures",6.2,"","","Loures","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Loures/Odivelas","Continente","Área Metropolitana de Lisboa","1711107","1.º Semestre de 2018","NUTSIII"
"194","1701109","Mafra",5.08,"","","Mafra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Oeste Sul","Continente","Área Metropolitana de Lisboa","1711109","1.º Semestre de 2018","NUTSIII"
"195","1701506","Moita",4.17,"","","Moita","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721506","1.º Semestre de 2018","NUTSIII"
"196","1701507","Montijo",4.76,"","","Montijo","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arco Ribeirinho","Continente","Área Metropolitana de Lisboa","1721507","1.º Semestre de 2018","NUTSIII"
"197","1701116","Odivelas",6.47,"","","Odivelas","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Loures/Odivelas","Continente","Área Metropolitana de Lisboa","1711116","1.º Semestre de 2018","NUTSIII"
"198","1701110","Oeiras",8.57,"","","Oeiras","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","Lisboa Ocidental/Oeiras","Continente","Área Metropolitana de Lisboa","1711110","1.º Semestre de 2018","NUTSIII"
"199","1701508","Palmela",4.49,"","","Palmela","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721508","1.º Semestre de 2018","NUTSIII"
"200","1701510","Seixal",5.09,"","","Seixal","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Almada/Seixal","Continente","Área Metropolitana de Lisboa","1721510","1.º Semestre de 2018","NUTSIII"
"201","1701511","Sesimbra",4.74,"","","Sesimbra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721511","1.º Semestre de 2018","NUTSIII"
"202","1701512","Setúbal",4.79,"","","Setúbal","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Arrábida","Continente","Área Metropolitana de Lisboa","1721512","1.º Semestre de 2018","NUTSIII"
"203","1701111","Sintra",5.63,"","","Sintra","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Sintra","Continente","Área Metropolitana de Lisboa","1711111","1.º Semestre de 2018","NUTSIII"
"204","1701114","Vila Franca de Xira",5.11,"","","Vila Franca de Xira","Lisboa e Vale do Tejo","Área Metropolitana de Lisboa","ACeS Estuário do Tejo","Continente","Área Metropolitana de Lisboa","1711114","1.º Semestre de 2018","NUTSIII"
"205","1811501","Alcácer do Sal",2.99,"","","Alcácer do Sal","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811501","1.º Semestre de 2018","NUTSIII"
"206","1811505","Grândola",4.09,"","","Grândola","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811505","1.º Semestre de 2018","NUTSIII"
"207","1810211","Odemira",3.79,"","","Odemira","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1810211","1.º Semestre de 2018","NUTSIII"
"208","1811509","Santiago do Cacém",4.09,"","","Santiago do Cacém","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811509","1.º Semestre de 2018","NUTSIII"
"209","1811513","Sines",4.75,"","","Sines","Alentejo","Alentejo Litoral","ULS Litoral Alentejano","Continente","Alentejo","1811513","1.º Semestre de 2018","NUTSIII"
"210","1840201","Aljustrel",NA,"-","Dado nulo ou não aplicável","Aljustrel","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840201","1.º Semestre de 2018","NUTSIII"
"211","1840202","Almodôvar",3.13,"","","Almodôvar","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840202","1.º Semestre de 2018","NUTSIII"
"212","1840203","Alvito",NA,"-","Dado nulo ou não aplicável","Alvito","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840203","1.º Semestre de 2018","NUTSIII"
"213","1840204","Barrancos",NA,"-","Dado nulo ou não aplicável","Barrancos","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840204","1.º Semestre de 2018","NUTSIII"
"214","1840205","Beja",3.96,"","","Beja","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840205","1.º Semestre de 2018","NUTSIII"
"215","1840206","Castro Verde",3.38,"","","Castro Verde","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840206","1.º Semestre de 2018","NUTSIII"
"216","1840207","Cuba",NA,"-","Dado nulo ou não aplicável","Cuba","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840207","1.º Semestre de 2018","NUTSIII"
"217","1840208","Ferreira do Alentejo",3.45,"","","Ferreira do Alentejo","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840208","1.º Semestre de 2018","NUTSIII"
"218","1840209","Mértola",NA,"-","Dado nulo ou não aplicável","Mértola","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840209","1.º Semestre de 2018","NUTSIII"
"219","1840210","Moura",3,"","","Moura","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840210","1.º Semestre de 2018","NUTSIII"
"220","1840212","Ourique",NA,"-","Dado nulo ou não aplicável","Ourique","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840212","1.º Semestre de 2018","NUTSIII"
"221","1840213","Serpa",NA,"-","Dado nulo ou não aplicável","Serpa","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840213","1.º Semestre de 2018","NUTSIII"
"222","1840214","Vidigueira",NA,"-","Dado nulo ou não aplicável","Vidigueira","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840214","1.º Semestre de 2018","NUTSIII"
"223","1851403","Almeirim",3.16,"","","Almeirim","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851403","1.º Semestre de 2018","NUTSIII"
"224","1851404","Alpiarça",NA,"-","Dado nulo ou não aplicável","Alpiarça","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851404","1.º Semestre de 2018","NUTSIII"
"225","1851103","Azambuja",4.07,"","","Azambuja","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Estuário do Tejo","Continente","Alentejo","1851103","1.º Semestre de 2018","NUTSIII"
"226","1851405","Benavente",3.72,"","","Benavente","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Estuário do Tejo","Continente","Alentejo","1851405","1.º Semestre de 2018","NUTSIII"
"227","1851406","Cartaxo",3.22,"","","Cartaxo","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851406","1.º Semestre de 2018","NUTSIII"
"228","1851407","Chamusca",NA,"-","Dado nulo ou não aplicável","Chamusca","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851407","1.º Semestre de 2018","NUTSIII"
"229","1851409","Coruche",3.34,"","","Coruche","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851409","1.º Semestre de 2018","NUTSIII"
"230","1851412","Golegã",3.08,"","","Golegã","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851412","1.º Semestre de 2018","NUTSIII"
"231","1851414","Rio Maior",3.03,"","","Rio Maior","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851414","1.º Semestre de 2018","NUTSIII"
"232","1851415","Salvaterra de Magos",3.5,"","","Salvaterra de Magos","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851415","1.º Semestre de 2018","NUTSIII"
"233","1851416","Santarém",3.45,"","","Santarém","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851416","1.º Semestre de 2018","NUTSIII"
"234","1861201","Alter do Chão",NA,"-","Dado nulo ou não aplicável","Alter do Chão","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821201","1.º Semestre de 2018","NUTSIII"
"235","1861202","Arronches",NA,"-","Dado nulo ou não aplicável","Arronches","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821202","1.º Semestre de 2018","NUTSIII"
"236","1861203","Avis",NA,"-","Dado nulo ou não aplicável","Avis","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821203","1.º Semestre de 2018","NUTSIII"
"237","1861204","Campo Maior",2.85,"","","Campo Maior","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821204","1.º Semestre de 2018","NUTSIII"
"238","1861205","Castelo de Vide",NA,"-","Dado nulo ou não aplicável","Castelo de Vide","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821205","1.º Semestre de 2018","NUTSIII"
"239","1861206","Crato",NA,"-","Dado nulo ou não aplicável","Crato","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821206","1.º Semestre de 2018","NUTSIII"
"240","1861207","Elvas",2.94,"","","Elvas","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821207","1.º Semestre de 2018","NUTSIII"
"241","1861208","Fronteira",NA,"-","Dado nulo ou não aplicável","Fronteira","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821208","1.º Semestre de 2018","NUTSIII"
"242","1861209","Gavião",NA,"-","Dado nulo ou não aplicável","Gavião","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821209","1.º Semestre de 2018","NUTSIII"
"243","1861210","Marvão",NA,"-","Dado nulo ou não aplicável","Marvão","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821210","1.º Semestre de 2018","NUTSIII"
"244","1861211","Monforte",NA,"-","Dado nulo ou não aplicável","Monforte","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821211","1.º Semestre de 2018","NUTSIII"
"245","1861212","Nisa",NA,"-","Dado nulo ou não aplicável","Nisa","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821212","1.º Semestre de 2018","NUTSIII"
