"","geocod","geodsg","valor","sinal_conv","sinal_conv_desc","municip","ars","nuts3","aces2","nuts1","nuts2","cod_geo_nuts2002","year","aggregation"
"1518","2004602","Madalena",NA,"-","Dado nulo ou não aplicável","Madalena","Açores","Região Autónoma dos Açores","USI Pico","Região Autónoma dos Açores","Região Autónoma dos Açores","2004602","1.º Semestre de 2022","NUTSIII"
"1519","2004202","Nordeste",NA,"-","Dado nulo ou não aplicável","Nordeste","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004202","1.º Semestre de 2022","NUTSIII"
"1520","2004203","Ponta Delgada",5.21,"","","Ponta Delgada","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004203","1.º Semestre de 2022","NUTSIII"
"1521","2004204","Povoação",NA,"-","Dado nulo ou não aplicável","Povoação","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004204","1.º Semestre de 2022","NUTSIII"
"1522","2004205","Ribeira Grande",3.88,"","","Ribeira Grande","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004205","1.º Semestre de 2022","NUTSIII"
"1523","2004401","Santa Cruz da Graciosa",NA,"-","Dado nulo ou não aplicável","Santa Cruz da Graciosa","Açores","Região Autónoma dos Açores","USI Graciosa","Região Autónoma dos Açores","Região Autónoma dos Açores","2004401","1.º Semestre de 2022","NUTSIII"
"1524","2004802","Santa Cruz das Flores",NA,"-","Dado nulo ou não aplicável","Santa Cruz das Flores","Açores","Região Autónoma dos Açores","USI Flores","Região Autónoma dos Açores","Região Autónoma dos Açores","2004802","1.º Semestre de 2022","NUTSIII"
"1525","2004603","São Roque do Pico",NA,"-","Dado nulo ou não aplicável","São Roque do Pico","Açores","Região Autónoma dos Açores","USI Pico","Região Autónoma dos Açores","Região Autónoma dos Açores","2004603","1.º Semestre de 2022","NUTSIII"
"1526","2004502","Velas",5.07,"","","Velas","Açores","Região Autónoma dos Açores","USI São Jorge","Região Autónoma dos Açores","Região Autónoma dos Açores","2004502","1.º Semestre de 2022","NUTSIII"
"1527","2004302","Vila da Praia da Vitória",4.68,"","","Vila da Praia da Vitória","Açores","Região Autónoma dos Açores","USI Terceira","Região Autónoma dos Açores","Região Autónoma dos Açores","2004302","1.º Semestre de 2022","NUTSIII"
"1528","2004101","Vila do Porto",NA,"-","Dado nulo ou não aplicável","Vila do Porto","Açores","Região Autónoma dos Açores","USI Santa Maria","Região Autónoma dos Açores","Região Autónoma dos Açores","2004101","1.º Semestre de 2022","NUTSIII"
"1529","2004206","Vila Franca do Campo",NA,"-","Dado nulo ou não aplicável","Vila Franca do Campo","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004206","1.º Semestre de 2022","NUTSIII"
"1530","3003101","Calheta",3.1,"","","Calheta [R.A. Madeira]","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003101","1.º Semestre de 2022","NUTSIII"
"1531","3003102","Câmara de Lobos",4.39,"","","Câmara de Lobos","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003102","1.º Semestre de 2022","NUTSIII"
"1532","3003103","Funchal",7.84,"","","Funchal","Madeira","Região Autónoma da Madeira","ACeS Funchal","Região Autónoma da Madeira","Região Autónoma da Madeira","3003103","1.º Semestre de 2022","NUTSIII"
"1533","3003104","Machico",4.59,"","","Machico","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003104","1.º Semestre de 2022","NUTSIII"
"1534","3003105","Ponta do Sol",NA,"-","Dado nulo ou não aplicável","Ponta do Sol","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003105","1.º Semestre de 2022","NUTSIII"
"1535","3003106","Porto Moniz",NA,"-","Dado nulo ou não aplicável","Porto Moniz","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003106","1.º Semestre de 2022","NUTSIII"
"1536","3003201","Porto Santo",NA,"-","Dado nulo ou não aplicável","Porto Santo","Madeira","Região Autónoma da Madeira","ACeS Porto Santo","Região Autónoma da Madeira","Região Autónoma da Madeira","3003201","1.º Semestre de 2022","NUTSIII"
"1537","3003107","Ribeira Brava",NA,"-","Dado nulo ou não aplicável","Ribeira Brava","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003107","1.º Semestre de 2022","NUTSIII"
"1538","3003108","Santa Cruz",6.29,"","","Santa Cruz","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003108","1.º Semestre de 2022","NUTSIII"
"1539","3003109","Santana",NA,"-","Dado nulo ou não aplicável","Santana","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003109","1.º Semestre de 2022","NUTSIII"
"1540","3003110","São Vicente",NA,"-","Dado nulo ou não aplicável","São Vicente","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003110","1.º Semestre de 2022","NUTSIII"
"1541","1111601","Arcos de Valdevez",2.67,"","","Arcos de Valdevez","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111601","2.º Semestre de 2017","NUTSIII"
"1542","1111602","Caminha",3.56,"","","Caminha","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111602","2.º Semestre de 2017","NUTSIII"
"1543","1111603","Melgaço",NA,"-","Dado nulo ou não aplicável","Melgaço","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111603","2.º Semestre de 2017","NUTSIII"
"1544","1111604","Monção",2.97,"","","Monção","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111604","2.º Semestre de 2017","NUTSIII"
"1545","1111605","Paredes de Coura",2.49,"","","Paredes de Coura","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111605","2.º Semestre de 2017","NUTSIII"
"1546","1111606","Ponte da Barca",2.24,"","","Ponte da Barca","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111606","2.º Semestre de 2017","NUTSIII"
"1547","1111607","Ponte de Lima",2.83,"","","Ponte de Lima","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111607","2.º Semestre de 2017","NUTSIII"
"1548","1111608","Valença",3.02,"","","Valença","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111608","2.º Semestre de 2017","NUTSIII"
"1549","1111609","Viana do Castelo",3.69,"","","Viana do Castelo","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111609","2.º Semestre de 2017","NUTSIII"
"1550","1111610","Vila Nova de Cerveira",2.78,"","","Vila Nova de Cerveira","Norte","Alto Minho","ULS Alto Minho","Continente","Norte","1111610","2.º Semestre de 2017","NUTSIII"
"1551","1120301","Amares",2.27,"","","Amares","Norte","Cávado","ACeS Gerês/Cabreira","Continente","Norte","1120301","2.º Semestre de 2017","NUTSIII"
"1552","1120302","Barcelos",3.29,"","","Barcelos","Norte","Cávado","ACeS Barcelos/Esposende","Continente","Norte","1120302","2.º Semestre de 2017","NUTSIII"
"1553","1120303","Braga",3.79,"","","Braga","Norte","Cávado","ACeS Braga","Continente","Norte","1120303","2.º Semestre de 2017","NUTSIII"
"1554","1120306","Esposende",3.83,"","","Esposende","Norte","Cávado","ACeS Barcelos/Esposende","Continente","Norte","1120306","2.º Semestre de 2017","NUTSIII"
"1555","1120310","Terras de Bouro",NA,"-","Dado nulo ou não aplicável","Terras de Bouro","Norte","Cávado","ACeS Gerês/Cabreira","Continente","Norte","1120310","2.º Semestre de 2017","NUTSIII"
"1556","1120313","Vila Verde",2.52,"","","Vila Verde","Norte","Cávado","ACeS Gerês/Cabreira","Continente","Norte","1120313","2.º Semestre de 2017","NUTSIII"
"1557","1190304","Cabeceiras de Basto",2.39,"","","Cabeceiras de Basto","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1150304","2.º Semestre de 2017","NUTSIII"
"1558","1190307","Fafe",2.57,"","","Fafe","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1130307","2.º Semestre de 2017","NUTSIII"
"1559","1190308","Guimarães",3.2,"","","Guimarães","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1130308","2.º Semestre de 2017","NUTSIII"
"1560","1191705","Mondim de Basto",NA,"-","Dado nulo ou não aplicável","Mondim de Basto","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1151705","2.º Semestre de 2017","NUTSIII"
"1561","1190309","Póvoa de Lanhoso",2.48,"","","Póvoa de Lanhoso","Norte","Ave","ACeS Gerês/Cabreira","Continente","Norte","1130309","2.º Semestre de 2017","NUTSIII"
"1562","1190311","Vieira do Minho",NA,"-","Dado nulo ou não aplicável","Vieira do Minho","Norte","Ave","ACeS Gerês/Cabreira","Continente","Norte","1130311","2.º Semestre de 2017","NUTSIII"
"1563","1190312","Vila Nova de Famalicão",3.33,"","","Vila Nova de Famalicão","Norte","Ave","ACeS Famalicão","Continente","Norte","1130312","2.º Semestre de 2017","NUTSIII"
"1564","1190314","Vizela",2.63,"","","Vizela","Norte","Ave","ACeS Guimarães/Vizela/Terras de Basto","Continente","Norte","1130314","2.º Semestre de 2017","NUTSIII"
"1565","11A0104","Arouca",3.13,"","","Arouca","Norte","Área Metropolitana do Porto","ACeS Feira/Arouca","Continente","Norte","1160104","2.º Semestre de 2017","NUTSIII"
"1566","11A0107","Espinho",4.49,"","","Espinho","Norte","Área Metropolitana do Porto","ACeS Gaia e Espinho/Gaia","Continente","Norte","1140107","2.º Semestre de 2017","NUTSIII"
"1567","11A1304","Gondomar",4.18,"","","Gondomar","Norte","Área Metropolitana do Porto","ACeS Gondomar","Continente","Norte","1141304","2.º Semestre de 2017","NUTSIII"
"1568","11A1306","Maia",4.78,"","","Maia","Norte","Área Metropolitana do Porto","ACeS Maia/Valongo","Continente","Norte","1141306","2.º Semestre de 2017","NUTSIII"
"1569","11A1308","Matosinhos",5.99,"","","Matosinhos","Norte","Área Metropolitana do Porto","ULS Matosinhos","Continente","Norte","1141308","2.º Semestre de 2017","NUTSIII"
"1570","11A0113","Oliveira de Azeméis",2.85,"","","Oliveira de Azeméis","Norte","Área Metropolitana do Porto","ACeS Aveiro Norte","Continente","Norte","1160113","2.º Semestre de 2017","NUTSIII"
"1571","11A1310","Paredes",2.91,"","","Paredes","Norte","Área Metropolitana do Porto","ACeS Vale do Sousa Sul","Continente","Norte","1151310","2.º Semestre de 2017","NUTSIII"
"1572","11A1312","Porto",6.77,"","","Porto","Norte","Área Metropolitana do Porto","ACeS Porto Ocidental e Porto Oriental","Continente","Norte","1141312","2.º Semestre de 2017","NUTSIII"
"1573","11A1313","Póvoa de Varzim",4.01,"","","Póvoa de Varzim","Norte","Área Metropolitana do Porto","ACeS Póvoa de Varzim/Vila do Conde","Continente","Norte","1141313","2.º Semestre de 2017","NUTSIII"
"1574","11A0109","Santa Maria da Feira",3.31,"","","Santa Maria da Feira","Norte","Área Metropolitana do Porto","ACeS Feira/Arouca","Continente","Norte","1160109","2.º Semestre de 2017","NUTSIII"
"1575","11A1314","Santo Tirso",2.93,"","","Santo Tirso","Norte","Área Metropolitana do Porto","ACeS Santo Tirso/Trofa","Continente","Norte","1131314","2.º Semestre de 2017","NUTSIII"
"1576","11A0116","São João da Madeira",3.52,"","","São João da Madeira","Norte","Área Metropolitana do Porto","ACeS Aveiro Norte","Continente","Norte","1160116","2.º Semestre de 2017","NUTSIII"
"1577","11A1318","Trofa",3.45,"","","Trofa","Norte","Área Metropolitana do Porto","ACeS Santo Tirso/Trofa","Continente","Norte","1131318","2.º Semestre de 2017","NUTSIII"
"1578","11A0119","Vale de Cambra",2.8,"","","Vale de Cambra","Norte","Área Metropolitana do Porto","ACeS Aveiro Norte","Continente","Norte","1160119","2.º Semestre de 2017","NUTSIII"
"1579","11A1315","Valongo",4.11,"","","Valongo","Norte","Área Metropolitana do Porto","ACeS Maia/Valongo","Continente","Norte","1141315","2.º Semestre de 2017","NUTSIII"
"1580","11A1316","Vila do Conde",4,"","","Vila do Conde","Norte","Área Metropolitana do Porto","ACeS Póvoa de Varzim/Vila do Conde","Continente","Norte","1141316","2.º Semestre de 2017","NUTSIII"
"1581","11A1317","Vila Nova de Gaia",4.81,"","","Vila Nova de Gaia","Norte","Área Metropolitana do Porto","ACeS Gaia e Espinho/Gaia","Continente","Norte","1141317","2.º Semestre de 2017","NUTSIII"
"1582","11B1702","Boticas",NA,"-","Dado nulo ou não aplicável","Boticas","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181702","2.º Semestre de 2017","NUTSIII"
"1583","11B1703","Chaves",3.06,"","","Chaves","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181703","2.º Semestre de 2017","NUTSIII"
"1584","11B1706","Montalegre",NA,"-","Dado nulo ou não aplicável","Montalegre","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181706","2.º Semestre de 2017","NUTSIII"
"1585","11B1709","Ribeira de Pena",NA,"-","Dado nulo ou não aplicável","Ribeira de Pena","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1151709","2.º Semestre de 2017","NUTSIII"
"1586","11B1712","Valpaços",2.21,"","","Valpaços","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181712","2.º Semestre de 2017","NUTSIII"
"1587","11B1713","Vila Pouca de Aguiar",2.82,"","","Vila Pouca de Aguiar","Norte","Alto Tâmega","ACeS Alto Tâmega e Barroso","Continente","Norte","1181713","2.º Semestre de 2017","NUTSIII"
"1588","11C1301","Amarante",2.7,"","","Amarante","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151301","2.º Semestre de 2017","NUTSIII"
"1589","11C1302","Baião",2.57,"","","Baião","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151302","2.º Semestre de 2017","NUTSIII"
"1590","11C0106","Castelo de Paiva",2.6,"","","Castelo de Paiva","Norte","Tâmega e Sousa","ACeS Vale do Sousa Sul","Continente","Norte","1150106","2.º Semestre de 2017","NUTSIII"
"1591","11C0305","Celorico de Basto",2.38,"","","Celorico de Basto","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1150305","2.º Semestre de 2017","NUTSIII"
"1592","11C1804","Cinfães",2.31,"","","Cinfães","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151804","2.º Semestre de 2017","NUTSIII"
"1593","11C1303","Felgueiras",2.53,"","","Felgueiras","Norte","Tâmega e Sousa","ACeS Vale do Sousa Norte","Continente","Norte","1151303","2.º Semestre de 2017","NUTSIII"
"1594","11C1305","Lousada",2.21,"","","Lousada","Norte","Tâmega e Sousa","ACeS Vale do Sousa Norte","Continente","Norte","1151305","2.º Semestre de 2017","NUTSIII"
"1595","11C1307","Marco de Canaveses",2.5,"","","Marco de Canaveses","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151307","2.º Semestre de 2017","NUTSIII"
"1596","11C1309","Paços de Ferreira",2.75,"","","Paços de Ferreira","Norte","Tâmega e Sousa","ACeS Vale do Sousa Norte","Continente","Norte","1151309","2.º Semestre de 2017","NUTSIII"
"1597","11C1311","Penafiel",2.79,"","","Penafiel","Norte","Tâmega e Sousa","ACeS Vale do Sousa Sul","Continente","Norte","1151311","2.º Semestre de 2017","NUTSIII"
"1598","11C1813","Resende",NA,"-","Dado nulo ou não aplicável","Resende","Norte","Tâmega e Sousa","ACeS Baixo Tâmega","Continente","Norte","1151813","2.º Semestre de 2017","NUTSIII"
"1599","11D1701","Alijó",NA,"-","Dado nulo ou não aplicável","Alijó","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171701","2.º Semestre de 2017","NUTSIII"
"1600","11D1801","Armamar",NA,"-","Dado nulo ou não aplicável","Armamar","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171801","2.º Semestre de 2017","NUTSIII"
"1601","11D0403","Carrazeda de Ansiães",NA,"-","Dado nulo ou não aplicável","Carrazeda de Ansiães","Norte","Douro","ULS Nordeste","Continente","Norte","1170403","2.º Semestre de 2017","NUTSIII"
"1602","11D0404","Freixo de Espada à Cinta",NA,"-","Dado nulo ou não aplicável","Freixo de Espada à Cinta","Norte","Douro","ULS Nordeste","Continente","Norte","1170404","2.º Semestre de 2017","NUTSIII"
"1603","11D1805","Lamego",2.41,"","","Lamego","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171805","2.º Semestre de 2017","NUTSIII"
"1604","11D1704","Mesão Frio",NA,"-","Dado nulo ou não aplicável","Mesão Frio","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171704","2.º Semestre de 2017","NUTSIII"
"1605","11D1807","Moimenta da Beira",NA,"-","Dado nulo ou não aplicável","Moimenta da Beira","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171807","2.º Semestre de 2017","NUTSIII"
"1606","11D1707","Murça",NA,"-","Dado nulo ou não aplicável","Murça","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1181707","2.º Semestre de 2017","NUTSIII"
"1607","11D1812","Penedono",NA,"-","Dado nulo ou não aplicável","Penedono","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171812","2.º Semestre de 2017","NUTSIII"
"1608","11D1708","Peso da Régua",3.16,"","","Peso da Régua","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171708","2.º Semestre de 2017","NUTSIII"
"1609","11D1710","Sabrosa",NA,"-","Dado nulo ou não aplicável","Sabrosa","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171710","2.º Semestre de 2017","NUTSIII"
"1610","11D1711","Santa Marta de Penaguião",NA,"-","Dado nulo ou não aplicável","Santa Marta de Penaguião","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171711","2.º Semestre de 2017","NUTSIII"
"1611","11D1815","São João da Pesqueira",NA,"-","Dado nulo ou não aplicável","São João da Pesqueira","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171815","2.º Semestre de 2017","NUTSIII"
"1612","11D1818","Sernancelhe",NA,"-","Dado nulo ou não aplicável","Sernancelhe","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171818","2.º Semestre de 2017","NUTSIII"
"1613","11D1819","Tabuaço",NA,"-","Dado nulo ou não aplicável","Tabuaço","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171819","2.º Semestre de 2017","NUTSIII"
"1614","11D1820","Tarouca",2.11,"","","Tarouca","Norte","Douro","ACeS Douro Sul","Continente","Norte","1171820","2.º Semestre de 2017","NUTSIII"
"1615","11D0409","Torre de Moncorvo",NA,"-","Dado nulo ou não aplicável","Torre de Moncorvo","Norte","Douro","ULS Nordeste","Continente","Norte","1170409","2.º Semestre de 2017","NUTSIII"
"1616","11D0914","Vila Nova de Foz Côa",1.95,"","","Vila Nova de Foz Côa","Centro","Douro","ULS Guarda","Continente","Norte","1170914","2.º Semestre de 2017","NUTSIII"
"1617","11D1714","Vila Real",3.35,"","","Vila Real","Norte","Douro","ACeS Marão e Douro Norte","Continente","Norte","1171714","2.º Semestre de 2017","NUTSIII"
"1618","11E0401","Alfândega da Fé",NA,"-","Dado nulo ou não aplicável","Alfândega da Fé","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180401","2.º Semestre de 2017","NUTSIII"
"1619","11E0402","Bragança",2.66,"","","Bragança","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180402","2.º Semestre de 2017","NUTSIII"
"1620","11E0405","Macedo de Cavaleiros",2.1,"","","Macedo de Cavaleiros","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180405","2.º Semestre de 2017","NUTSIII"
"1621","11E0406","Miranda do Douro",NA,"-","Dado nulo ou não aplicável","Miranda do Douro","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180406","2.º Semestre de 2017","NUTSIII"
"1622","11E0407","Mirandela",2.59,"","","Mirandela","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180407","2.º Semestre de 2017","NUTSIII"
"1623","11E0408","Mogadouro",2.52,"","","Mogadouro","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180408","2.º Semestre de 2017","NUTSIII"
"1624","11E0410","Vila Flor",NA,"-","Dado nulo ou não aplicável","Vila Flor","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1170410","2.º Semestre de 2017","NUTSIII"
"1625","11E0411","Vimioso",NA,"-","Dado nulo ou não aplicável","Vimioso","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180411","2.º Semestre de 2017","NUTSIII"
"1626","11E0412","Vinhais",NA,"-","Dado nulo ou não aplicável","Vinhais","Norte","Terras de Trás-os-Montes","ULS Nordeste","Continente","Norte","1180412","2.º Semestre de 2017","NUTSIII"
"1627","16B1001","Alcobaça",3.26,"","","Alcobaça","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1001","2.º Semestre de 2017","NUTSIII"
"1628","16B1101","Alenquer",3.93,"","","Alenquer","Lisboa e Vale do Tejo","Oeste","ACeS Estuário do Tejo","Continente","Centro","16B1101","2.º Semestre de 2017","NUTSIII"
"1629","16B1102","Arruda dos Vinhos",3.77,"","","Arruda dos Vinhos","Lisboa e Vale do Tejo","Oeste","ACeS Estuário do Tejo","Continente","Centro","16B1102","2.º Semestre de 2017","NUTSIII"
"1630","16B1005","Bombarral",2.83,"","","Bombarral","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1005","2.º Semestre de 2017","NUTSIII"
"1631","16B1104","Cadaval",2.92,"","","Cadaval","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1104","2.º Semestre de 2017","NUTSIII"
"1632","16B1006","Caldas da Rainha",3.67,"","","Caldas da Rainha","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1006","2.º Semestre de 2017","NUTSIII"
"1633","16B1108","Lourinhã",3.41,"","","Lourinhã","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1108","2.º Semestre de 2017","NUTSIII"
"1634","16B1011","Nazaré",3.53,"","","Nazaré","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1011","2.º Semestre de 2017","NUTSIII"
"1635","16B1012","Óbidos",3.44,"","","Óbidos","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1012","2.º Semestre de 2017","NUTSIII"
"1636","16B1014","Peniche",3.62,"","","Peniche","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Norte","Continente","Centro","16B1014","2.º Semestre de 2017","NUTSIII"
"1637","16B1112","Sobral de Monte Agraço",3.31,"","","Sobral de Monte Agraço","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1112","2.º Semestre de 2017","NUTSIII"
"1638","16B1113","Torres Vedras",4.22,"","","Torres Vedras","Lisboa e Vale do Tejo","Oeste","ACeS Oeste Sul","Continente","Centro","16B1113","2.º Semestre de 2017","NUTSIII"
"1639","16D0101","Águeda",3.02,"","","Águeda","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610101","2.º Semestre de 2017","NUTSIII"
"1640","16D0102","Albergaria-a-Velha",3.31,"","","Albergaria-a-Velha","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610102","2.º Semestre de 2017","NUTSIII"
"1641","16D0103","Anadia",3.02,"","","Anadia","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610103","2.º Semestre de 2017","NUTSIII"
"1642","16D0105","Aveiro",4.48,"","","Aveiro","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610105","2.º Semestre de 2017","NUTSIII"
"1643","16D0108","Estarreja",3.12,"","","Estarreja","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610108","2.º Semestre de 2017","NUTSIII"
"1644","16D0110","Ílhavo",3.91,"","","Ílhavo","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610110","2.º Semestre de 2017","NUTSIII"
"1645","16D0112","Murtosa",3.13,"","","Murtosa","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610112","2.º Semestre de 2017","NUTSIII"
"1646","16D0114","Oliveira do Bairro",2.82,"","","Oliveira do Bairro","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610114","2.º Semestre de 2017","NUTSIII"
"1647","16D0115","Ovar",3.72,"","","Ovar","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610115","2.º Semestre de 2017","NUTSIII"
"1648","16D0117","Sever do Vouga",2.54,"","","Sever do Vouga","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610117","2.º Semestre de 2017","NUTSIII"
"1649","16D0118","Vagos",2.93,"","","Vagos","Centro","Região de Aveiro","ACeS Baixo Vouga","Continente","Centro","1610118","2.º Semestre de 2017","NUTSIII"
"1650","16E0601","Arganil",2.43,"","","Arganil","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640601","2.º Semestre de 2017","NUTSIII"
"1651","16E0602","Cantanhede",2.8,"","","Cantanhede","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620602","2.º Semestre de 2017","NUTSIII"
"1652","16E0603","Coimbra",4.95,"","","Coimbra","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620603","2.º Semestre de 2017","NUTSIII"
"1653","16E0604","Condeixa-a-Nova",3.18,"","","Condeixa-a-Nova","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620604","2.º Semestre de 2017","NUTSIII"
"1654","16E0605","Figueira da Foz",3.75,"","","Figueira da Foz","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620605","2.º Semestre de 2017","NUTSIII"
"1655","16E0606","Góis",NA,"-","Dado nulo ou não aplicável","Góis","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640606","2.º Semestre de 2017","NUTSIII"
"1656","16E0607","Lousã",2.64,"","","Lousã","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640607","2.º Semestre de 2017","NUTSIII"
"1657","16E0111","Mealhada",2.93,"","","Mealhada","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1610111","2.º Semestre de 2017","NUTSIII"
"1658","16E0608","Mira",3.26,"","","Mira","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620608","2.º Semestre de 2017","NUTSIII"
"1659","16E0609","Miranda do Corvo",2.66,"","","Miranda do Corvo","Centro","Região de Coimbra","ACeS Pinhal Interior Norte","Continente","Centro","1640609","2.º Semestre de 2017","NUTSIII"
"1660","16E0610","Montemor-o-Velho",2.89,"","","Montemor-o-Velho","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1620610","2.º Semestre de 2017","NUTSIII"
"1661","16E1808","Mortágua",2.3,"","","Mortágua","Centro","Região de Coimbra","ACeS Baixo Mondego","Continente","Centro","1651808","2.º Semestre de 2017","NUTSIII"
