geocod,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor
1601,Arcos de Valdevez,T,HM,37,36 anos,201
1601,Arcos de Valdevez,T,HM,67,66 anos,360
1601,Arcos de Valdevez,T,HM,38,37 anos,228
1601,Arcos de Valdevez,T,HM,70,69 anos,374
1601,Arcos de Valdevez,T,HM,26,25 anos,166
1601,Arcos de Valdevez,T,HM,80,79 anos,235
1601,Arcos de Valdevez,T,HM,50,49 anos,269
1601,Arcos de Valdevez,1,H,22,21 anos,104
1601,Arcos de Valdevez,1,H,46,45 anos,118
1601,Arcos de Valdevez,1,H,5,4 anos,64
1601,Arcos de Valdevez,1,H,36,35 anos,86
1601,Arcos de Valdevez,1,H,77,76 anos,156
1601,Arcos de Valdevez,1,H,47,46 anos,146
1601,Arcos de Valdevez,1,H,83,82 anos,103
1601,Arcos de Valdevez,1,H,93,92 anos,23
1601,Arcos de Valdevez,1,H,55,54 anos,108
1601,Arcos de Valdevez,1,H,86,85 anos,75
1601,Arcos de Valdevez,1,H,63,62 anos,156
1601,Arcos de Valdevez,1,H,42,41 anos,119
1601,Arcos de Valdevez,2,M,41,40 anos,124
1601,Arcos de Valdevez,2,M,54,53 anos,119
1601,Arcos de Valdevez,2,M,1,Menos de 1 ano,54
1601,Arcos de Valdevez,2,M,23,22 anos,82
1601,Arcos de Valdevez,2,M,6,5 anos,65
1601,Arcos de Valdevez,2,M,4,3 anos,50
1601,Arcos de Valdevez,2,M,97,96 anos,18
1601,Arcos de Valdevez,2,M,66,65 anos,193
1601,Arcos de Valdevez,2,M,85,84 anos,119
1601,Arcos de Valdevez,T,HM,75,74 anos,280
1601,Arcos de Valdevez,T,HM,53,52 anos,249
1601,Arcos de Valdevez,T,HM,73,72 anos,368
1601,Arcos de Valdevez,T,HM,18,17 anos,193
1601,Arcos de Valdevez,T,HM,47,46 anos,284
1601,Arcos de Valdevez,T,HM,63,62 anos,337
1601,Arcos de Valdevez,T,HM,76,75 anos,337
1601,Arcos de Valdevez,T,HM,10,9 anos,129
1601,Arcos de Valdevez,T,HM,11,10 anos,131
1601,Arcos de Valdevez,T,HM,32,31 anos,177
1601,Arcos de Valdevez,T,HM,61,60 anos,286
1601,Arcos de Valdevez,1,H,9,8 anos,60
1601,Arcos de Valdevez,1,H,100,99 anos,2
1601,Arcos de Valdevez,1,H,70,69 anos,176
1601,Arcos de Valdevez,1,H,65,64 anos,133
1601,Arcos de Valdevez,1,H,99,98 anos,2
1601,Arcos de Valdevez,1,H,60,59 anos,138
1601,Arcos de Valdevez,1,H,1,Menos de 1 ano,56
1601,Arcos de Valdevez,1,H,98,97 anos,3
1601,Arcos de Valdevez,1,H,84,83 anos,92
1601,Arcos de Valdevez,1,H,62,61 anos,159
