geocod,geodsg,dim_3_t,85 e mais anos,0 - 4 anos,20 - 24 anos,25 - 29 anos,15 - 19 anos,40 - 44 anos,5 - 9 anos,70 - 74 anos,45 - 49 anos,56 - 59 anos,10 - 14 anos,35 - 39 anos,60 - 65 anos,50 - 55 anos,65 - 69 anos,Total,30 - 34 anos,81 - 85 anos,75 - 80 anos,<1 ano,cod_geo,nivel_geo,cod_dicofre11,dicofre11_2,cod_nuts3,nuts3,cod_nuts2,nuts2,cod_nuts1,nuts1,cod_pais,pais,cod_tot,tot,cod_geo_nuts2002,cod_aces,aces1,aces2,cod_ars,ars
0914,Vila Nova de Foz Côa,H,121,62,142,123,113,171,82,228,198,239,96,142,294,218,276,2992,133,133,199,22,11D0914,4,'0914,914,'11D,Douro,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1170914,209,GUARDA,ULS Guarda,12,Centro
0914,Vila Nova de Foz Côa,M,259,65,123,117,124,169,97,267,199,238,117,142,279,213,293,3312,111,222,263,14,11D0914,4,'0914,914,'11D,Douro,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1170914,209,GUARDA,ULS Guarda,12,Centro
0914,Vila Nova de Foz Côa,HM,380,127,265,240,237,340,179,495,397,477,213,284,573,431,569,6304,244,355,462,36,11D0914,4,'0914,914,'11D,Douro,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1170914,209,GUARDA,ULS Guarda,12,Centro
1714,Vila Real,H,550,717,1310,1161,1326,1758,1045,1247,1827,1835,1180,1350,1672,1855,1566,23376,1152,689,981,155,11D1714,4,'1714,1714,'11D,Douro,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1171714,102,DOURO I,ACeS Marão e Douro Norte,11,Norte
1714,Vila Real,HM,1734,1404,2603,2315,2577,3701,1997,2705,3901,3951,2241,2970,3569,3944,3272,49571,2403,1648,2306,330,11D1714,4,'1714,1714,'11D,Douro,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1171714,102,DOURO I,ACeS Marão e Douro Norte,11,Norte
1714,Vila Real,M,1184,687,1293,1154,1251,1943,952,1458,2074,2116,1061,1620,1897,2089,1706,26195,1251,959,1325,175,11D1714,4,'1714,1714,'11D,Douro,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1171714,102,DOURO I,ACeS Marão e Douro Norte,11,Norte
0401,Alfândega da Fé,H,118,48,79,89,77,121,56,161,101,170,62,110,192,132,196,2089,78,131,157,11,11E0401,4,'0401,401,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180401,124,NORDESTE,ULS Nordeste,11,Norte
0401,Alfândega da Fé,M,181,45,94,91,76,110,61,175,108,182,61,87,197,130,193,2235,109,148,178,9,11E0401,4,'0401,401,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180401,124,NORDESTE,ULS Nordeste,11,Norte
0401,Alfândega da Fé,HM,299,93,173,180,153,231,117,336,209,352,123,197,389,262,389,4324,187,279,335,20,11E0401,4,'0401,401,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180401,124,NORDESTE,ULS Nordeste,11,Norte
0402,Bragança,H,544,493,1093,856,787,1144,619,1032,1186,1180,691,933,1143,1125,1225,16514,815,688,853,107,11E0402,4,'0402,402,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180402,124,NORDESTE,ULS Nordeste,11,Norte
0402,Bragança,M,1008,480,1078,857,719,1235,555,1149,1262,1338,683,999,1329,1202,1395,18068,809,882,972,116,11E0402,4,'0402,402,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180402,124,NORDESTE,ULS Nordeste,11,Norte
0402,Bragança,HM,1552,973,2171,1713,1506,2379,1174,2181,2448,2518,1374,1932,2472,2327,2620,34582,1624,1570,1825,223,11E0402,4,'0402,402,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180402,124,NORDESTE,ULS Nordeste,11,Norte
0405,Macedo de Cavaleiros,H,297,148,319,269,294,402,209,546,393,562,257,309,580,490,604,6773,311,336,407,40,11E0405,4,'0405,405,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180405,124,NORDESTE,ULS Nordeste,11,Norte
0405,Macedo de Cavaleiros,M,530,155,336,256,307,407,206,593,436,539,243,364,631,505,643,7478,314,423,562,28,11E0405,4,'0405,405,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180405,124,NORDESTE,ULS Nordeste,11,Norte
0405,Macedo de Cavaleiros,HM,827,303,655,525,601,809,415,1139,829,1101,500,673,1211,995,1247,14251,625,759,969,68,11E0405,4,'0405,405,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180405,124,NORDESTE,ULS Nordeste,11,Norte
0406,Miranda do Douro,H,189,62,140,102,117,195,101,241,195,222,114,142,273,220,287,3133,105,200,212,16,11E0406,4,'0406,406,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180406,124,NORDESTE,ULS Nordeste,11,Norte
0406,Miranda do Douro,M,286,78,123,111,106,202,83,272,190,203,92,147,291,206,286,3330,103,249,287,15,11E0406,4,'0406,406,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180406,124,NORDESTE,ULS Nordeste,11,Norte
0406,Miranda do Douro,HM,475,140,263,213,223,397,184,513,385,425,206,289,564,426,573,6463,208,449,499,31,11E0406,4,'0406,406,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180406,124,NORDESTE,ULS Nordeste,11,Norte
0407,Mirandela,H,407,266,507,490,459,641,366,705,666,753,401,506,797,708,854,10123,444,464,632,57,11E0407,4,'0407,407,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180407,124,NORDESTE,ULS Nordeste,11,Norte
0407,Mirandela,M,712,265,507,428,496,697,347,816,749,826,395,512,920,770,918,11261,480,630,731,62,11E0407,4,'0407,407,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180407,124,NORDESTE,ULS Nordeste,11,Norte
0407,Mirandela,HM,1119,531,1014,918,955,1338,713,1521,1415,1579,796,1018,1717,1478,1772,21384,924,1094,1363,119,11E0407,4,'0407,407,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180407,124,NORDESTE,ULS Nordeste,11,Norte
0408,Mogadouro,H,213,90,149,167,135,219,101,327,252,345,120,216,360,276,354,4011,169,264,242,12,11E0408,4,'0408,408,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180408,124,NORDESTE,ULS Nordeste,11,Norte
0408,Mogadouro,M,342,85,142,146,136,201,111,326,218,345,136,188,377,273,377,4290,178,333,364,12,11E0408,4,'0408,408,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180408,124,NORDESTE,ULS Nordeste,11,Norte
0408,Mogadouro,HM,555,175,291,313,271,420,212,653,470,690,256,404,737,549,731,8301,347,597,606,24,11E0408,4,'0408,408,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180408,124,NORDESTE,ULS Nordeste,11,Norte
0410,Vila Flor,H,121,79,143,119,134,167,91,212,195,219,109,137,238,225,265,2920,93,146,213,14,11E0410,4,'0410,410,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1170410,124,NORDESTE,ULS Nordeste,11,Norte
0410,Vila Flor,M,228,72,136,103,111,219,80,252,199,219,82,143,278,185,266,3130,107,184,257,9,11E0410,4,'0410,410,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1170410,124,NORDESTE,ULS Nordeste,11,Norte
0410,Vila Flor,HM,349,151,279,222,245,386,171,464,394,438,191,280,516,410,531,6050,200,330,470,23,11E0410,4,'0410,410,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1170410,124,NORDESTE,ULS Nordeste,11,Norte
0411,Vimioso,H,120,37,81,65,61,96,49,194,105,158,55,79,178,121,224,2011,85,145,148,10,11E0411,4,'0411,411,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180411,124,NORDESTE,ULS Nordeste,11,Norte
0411,Vimioso,M,177,45,82,70,63,94,50,186,97,143,41,80,192,112,223,2138,72,196,206,9,11E0411,4,'0411,411,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180411,124,NORDESTE,ULS Nordeste,11,Norte
0411,Vimioso,HM,297,82,163,135,124,190,99,380,202,301,96,159,370,233,447,4149,157,341,354,19,11E0411,4,'0411,411,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180411,124,NORDESTE,ULS Nordeste,11,Norte
0412,Vinhais,H,241,53,133,100,113,195,80,353,230,294,105,163,343,261,373,3802,119,291,329,26,11E0412,4,'0412,412,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180412,124,NORDESTE,ULS Nordeste,11,Norte
0412,Vinhais,M,388,51,113,99,96,198,91,366,186,300,82,153,370,221,393,3966,133,346,370,10,11E0412,4,'0412,412,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180412,124,NORDESTE,ULS Nordeste,11,Norte
0412,Vinhais,HM,629,104,246,199,209,393,171,719,416,594,187,316,713,482,766,7768,252,637,699,36,11E0412,4,'0412,412,'11E,Terras de Trás-os-Montes,'11,Norte,'1,Continente,PT,Portugal,TRUE,Total,1180412,124,NORDESTE,ULS Nordeste,11,Norte
1001,Alcobaça,HM,2050,1573,2982,2745,2796,3736,2075,3388,4056,4161,2448,3018,3853,4251,3825,54965,2664,2146,2858,340,16B1001,4,'1001,1001,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1001,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1001,Alcobaça,H,675,767,1567,1453,1480,1813,1049,1552,1940,1985,1251,1514,1848,2034,1782,26493,1364,957,1297,165,16B1001,4,'1001,1001,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1001,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1001,Alcobaça,M,1375,806,1415,1292,1316,1923,1026,1836,2116,2176,1197,1504,2005,2217,2043,28472,1300,1189,1561,175,16B1001,4,'1001,1001,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1001,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1101,Alenquer,HM,1233,1657,2451,2282,2507,3586,2212,2266,3764,2907,2423,3018,2631,3161,2342,44442,2484,1392,1755,371,16B1101,4,'1101,1101,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1101,308,ESTUÁRIO DO TEJO,ACeS Estuário do Tejo,13,Lisboa e Vale do Tejo
1101,Alenquer,H,399,845,1270,1149,1325,1786,1151,1050,1799,1388,1233,1486,1283,1522,1131,21578,1214,588,767,192,16B1101,4,'1101,1101,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1101,308,ESTUÁRIO DO TEJO,ACeS Estuário do Tejo,13,Lisboa e Vale do Tejo
1101,Alenquer,M,834,812,1181,1133,1182,1800,1061,1216,1965,1519,1190,1532,1348,1639,1211,22864,1270,804,988,179,16B1101,4,'1101,1101,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1101,308,ESTUÁRIO DO TEJO,ACeS Estuário do Tejo,13,Lisboa e Vale do Tejo
1102,Arruda dos Vinhos,HM,366,504,794,593,853,1208,774,659,1291,932,903,928,727,1056,713,13992,603,433,543,112,16B1102,4,'1102,1102,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1102,308,ESTUÁRIO DO TEJO,ACeS Estuário do Tejo,13,Lisboa e Vale do Tejo
1102,Arruda dos Vinhos,H,114,267,440,303,452,597,386,324,623,449,468,420,370,531,310,6835,299,190,233,59,16B1102,4,'1102,1102,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1102,308,ESTUÁRIO DO TEJO,ACeS Estuário do Tejo,13,Lisboa e Vale do Tejo
1102,Arruda dos Vinhos,M,252,237,354,290,401,611,388,335,668,483,435,508,357,525,403,7157,304,243,310,53,16B1102,4,'1102,1102,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1102,308,ESTUÁRIO DO TEJO,ACeS Estuário do Tejo,13,Lisboa e Vale do Tejo
1005,Bombarral,HM,477,392,620,628,601,866,495,880,892,937,586,778,876,890,945,12746,578,516,687,102,16B1005,4,'1005,1005,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1005,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1005,Bombarral,H,178,205,303,328,294,429,274,444,407,458,303,374,411,417,427,6112,297,206,300,57,16B1005,4,'1005,1005,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1005,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1005,Bombarral,M,299,187,317,300,307,437,221,436,485,479,283,404,465,473,518,6634,281,310,387,45,16B1005,4,'1005,1005,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1005,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1104,Cadaval,HM,628,341,665,534,643,875,510,928,978,895,606,719,993,967,1030,13372,539,668,775,78,16B1104,4,'1104,1104,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1104,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1104,Cadaval,H,210,173,341,270,335,440,262,441,489,436,311,346,450,468,501,6417,274,301,333,36,16B1104,4,'1104,1104,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1104,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1104,Cadaval,M,418,168,324,264,308,435,248,487,489,459,295,373,543,499,529,6955,265,367,442,42,16B1104,4,'1104,1104,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1104,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1006,Caldas da Rainha,H,685,767,1405,1240,1325,1672,1028,1374,1759,1709,1180,1418,1698,1718,1657,23998,1229,866,1112,156,16B1006,4,'1006,1006,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1006,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1006,Caldas da Rainha,M,1315,714,1332,1200,1293,1863,1026,1651,1993,2052,1134,1595,2020,1941,1810,26912,1191,1191,1430,161,16B1006,4,'1006,1006,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1006,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1006,Caldas da Rainha,HM,2000,1481,2737,2440,2618,3535,2054,3025,3752,3761,2314,3013,3718,3659,3467,50910,2420,2057,2542,317,16B1006,4,'1006,1006,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1006,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1108,Lourinhã,HM,881,879,1319,1185,1331,1958,1185,1625,2043,1830,1262,1657,1734,1743,1876,26240,1254,961,1327,190,16B1108,4,'1108,1108,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1108,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1108,Lourinhã,H,292,453,661,609,702,928,624,792,979,859,645,809,823,867,902,12691,608,430,604,104,16B1108,4,'1108,1108,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1108,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1108,Lourinhã,M,589,426,658,576,629,1030,561,833,1064,971,617,848,911,876,974,13549,646,531,723,86,16B1108,4,'1108,1108,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1108,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1011,Nazaré,HM,436,441,729,681,685,1110,629,1041,1073,1052,699,880,1070,1132,1121,14881,705,547,755,95,16B1011,4,'1011,1011,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1011,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1011,Nazaré,H,139,204,373,355,366,524,320,488,548,482,333,452,478,562,531,7085,336,231,314,49,16B1011,4,'1011,1011,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1011,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1011,Nazaré,M,297,237,356,326,319,586,309,553,525,570,366,428,592,570,590,7796,369,316,441,46,16B1011,4,'1011,1011,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1011,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1012,Óbidos,H,146,168,320,271,312,420,271,403,416,410,259,338,418,438,423,5829,287,198,290,41,16B1012,4,'1012,1012,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1012,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1012,Óbidos,HM,400,331,582,498,575,819,513,817,879,861,537,696,897,919,885,11922,541,474,612,86,16B1012,4,'1012,1012,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1012,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1012,Óbidos,M,254,163,262,227,263,399,242,414,463,451,278,358,479,481,462,6093,254,276,322,45,16B1012,4,'1012,1012,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1012,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1014,Peniche,HM,817,893,1295,1153,1329,1925,1145,1672,1892,1863,1294,1564,1865,1806,1935,26429,1322,1012,1454,193,16B1014,4,'1014,1014,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1014,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1014,Peniche,H,283,468,666,569,697,930,588,742,916,872,671,777,866,875,934,12689,660,412,655,108,16B1014,4,'1014,1014,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1014,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1014,Peniche,M,534,425,629,584,632,995,557,930,976,991,623,787,999,931,1001,13740,662,600,799,85,16B1014,4,'1014,1014,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1014,312,OESTE NORTE,ACeS Oeste Norte,13,Lisboa e Vale do Tejo
1112,Sobral de Monte Agraço,HM,315,398,559,487,604,893,488,539,925,674,635,700,660,756,568,10540,520,326,421,72,16B1112,4,'1112,1112,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1112,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1112,Sobral de Monte Agraço,H,98,204,285,229,303,423,254,243,455,324,326,334,330,389,277,5075,253,142,177,29,16B1112,4,'1112,1112,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1112,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1112,Sobral de Monte Agraço,M,217,194,274,258,301,470,234,296,470,350,309,366,330,367,291,5465,267,184,244,43,16B1112,4,'1112,1112,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1112,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1113,Torres Vedras,HM,2771,2767,4480,4318,4442,6248,3549,4489,6787,5794,4027,5297,5259,6076,4882,83072,4456,2925,3852,653,16B1113,4,'1113,1113,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1113,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1113,Torres Vedras,H,954,1387,2322,2199,2262,3061,1792,2083,3276,2732,2062,2591,2510,2932,2308,40158,2324,1261,1752,350,16B1113,4,'1113,1113,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1113,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
1113,Torres Vedras,M,1817,1380,2158,2119,2180,3187,1757,2406,3511,3062,1965,2706,2749,3144,2574,42914,2132,1664,2100,303,16B1113,4,'1113,1113,'16B,Oeste,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,16B1113,313,OESTE SUL,ACeS Oeste Sul,13,Lisboa e Vale do Tejo
0101,Águeda,H,653,724,1207,1120,1053,1494,973,1343,1638,1674,1022,1386,1557,1619,1549,22125,1209,740,1008,156,16D0101,4,'0101,101,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610101,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0101,Águeda,M,1092,679,1136,1130,1136,1665,848,1535,1804,1840,993,1379,1677,1788,1729,23994,1193,976,1233,161,16D0101,4,'0101,101,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610101,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0101,Águeda,HM,1745,1403,2343,2250,2189,3159,1821,2878,3442,3514,2015,2765,3234,3407,3278,46119,2402,1716,2241,317,16D0101,4,'0101,101,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610101,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0102,Albergaria-a-Velha,M,466,386,674,626,598,945,483,741,982,940,608,791,926,982,816,12771,623,473,627,84,16D0102,4,'0102,102,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610102,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0102,Albergaria-a-Velha,HM,739,804,1389,1298,1239,1849,983,1411,1929,1808,1236,1556,1734,1911,1552,24840,1270,831,1133,168,16D0102,4,'0102,102,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610102,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0102,Albergaria-a-Velha,H,273,418,715,672,641,904,500,670,947,868,628,765,808,929,736,12069,647,358,506,84,16D0102,4,'0102,102,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610102,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0103,Anadia,H,474,404,710,636,622,849,510,903,995,971,568,739,968,926,958,13151,641,556,638,83,16D0103,4,'0103,103,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610103,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0103,Anadia,M,852,366,660,592,607,928,442,1027,1007,1045,521,748,1146,1059,1069,14381,610,742,893,67,16D0103,4,'0103,103,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610103,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0103,Anadia,HM,1326,770,1370,1228,1229,1777,952,1930,2002,2016,1089,1487,2114,1985,2027,27532,1251,1298,1531,150,16D0103,4,'0103,103,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610103,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0105,Aveiro,H,887,1393,2277,2320,1920,3131,1794,1849,2983,2609,1924,2706,2520,2737,2249,38442,2459,951,1426,307,16D0105,4,'0105,105,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610105,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0105,Aveiro,M,1592,1277,2235,2407,1977,3295,1609,2332,3383,3104,1872,2830,3051,3110,2542,42512,2397,1363,1821,315,16D0105,4,'0105,105,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610105,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0105,Aveiro,HM,2479,2670,4512,4727,3897,6426,3403,4181,6366,5713,3796,5536,5571,5847,4791,80954,4856,2314,3247,622,16D0105,4,'0105,105,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610105,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0108,Estarreja,H,328,437,695,747,698,870,563,711,894,990,620,828,841,964,755,12690,697,433,524,95,16D0108,4,'0108,108,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610108,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0108,Estarreja,M,637,407,696,655,620,857,518,852,974,1031,553,780,1010,1011,856,13523,666,590,708,102,16D0108,4,'0108,108,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610108,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0108,Estarreja,HM,965,844,1391,1402,1318,1727,1081,1563,1868,2021,1173,1608,1851,1975,1611,26213,1363,1023,1232,197,16D0108,4,'0108,108,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610108,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0110,Ílhavo,HM,1032,1351,2058,1987,1988,2888,1679,2128,3088,2956,1938,2631,2695,3078,2435,39235,2144,1242,1608,309,16D0110,4,'0110,110,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610110,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0110,Ílhavo,H,326,662,1055,984,1014,1396,846,1009,1437,1400,999,1230,1255,1466,1134,18635,1056,510,700,156,16D0110,4,'0110,110,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610110,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0110,Ílhavo,M,706,689,1003,1003,974,1492,833,1119,1651,1556,939,1401,1440,1612,1301,20600,1088,732,908,153,16D0110,4,'0110,110,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610110,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0112,Murtosa,HM,389,358,511,553,564,731,461,621,768,746,508,657,673,749,641,10476,538,412,520,76,16D0112,4,'0112,112,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610112,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
0112,Murtosa,H,129,191,254,278,301,373,229,270,388,367,261,326,302,376,308,5047,256,174,230,34,16D0112,4,'0112,112,'16D,Região de Aveiro,'16,Centro,'1,Continente,PT,Portugal,TRUE,Total,1610112,201,BAIXO VOUGA,ACeS Baixo Vouga,12,Centro
