Código;Disponível no Portal;Código de difusão;Data de entrada em uso;Data do último carregamento
13176;Sim;9153;24/05/2017;24/05/2017
13177;Sim;9154;24/05/2017;24/05/2017
13178;Sim;9146;27/01/2023;27/01/2023
13179;Sim;9143;05/04/2017;05/04/2017
13180;Sim;9179;19/10/2022;19/10/2022
13181;Sim;9180;19/10/2022;19/10/2022
13182;Sim;9181;19/10/2022;19/10/2022
13183;Sim;9166;05/07/2021;05/07/2021
13184;Sim;9167;19/01/2022;19/01/2022
13185;Sim;9168;05/07/2021;05/07/2021
13186;Sim;9169;27/04/2017;27/04/2017
13187;Sim;9201;23/06/2017;23/06/2017
13188;Sim;9202;18/03/2022;18/03/2022
13189;Sim;9203;18/03/2022;18/03/2022
13191;Sim;9603;17/05/2019;17/05/2019
13192;Sim;9604;01/02/2018;01/02/2018
13193;Sim;9605;01/02/2018;01/02/2018
13194;Sim;9606;01/02/2018;01/02/2018
13195;Sim;9607;17/06/2020;17/06/2020
13196;Sim;9198;08/06/2017;08/06/2017
13197;Sim;9802;19/03/2019;19/03/2019
13198;Sim;9803;19/03/2019;19/03/2019
13199;Sim;9801;19/03/2019;19/03/2019
13200;Sim;9804;19/03/2019;19/03/2019
13201;Sim;9805;19/03/2019;19/03/2019
13202;Sim;9806;19/03/2019;19/03/2019
13203;Sim;9816;21/03/2019;21/03/2019
13204;Sim;9815;21/03/2019;21/03/2019
13205;Sim;9186;17/07/2017;17/07/2017
13206;Sim;9187;17/07/2017;17/07/2017
13207;Sim;9188;19/04/2017;19/04/2017
13208;Sim;9192;21/04/2017;21/04/2017
13209;Sim;9189;19/04/2017;19/04/2017
13210;Sim;9190;19/04/2017;19/04/2017
13211;Sim;9173;17/04/2017;17/04/2017
13212;Sim;9191;24/04/2017;24/04/2017
13213;Sim;9174;17/04/2017;17/04/2017
13214;Sim;9175;17/04/2017;17/04/2017
13215;Sim;9176;06/06/2020;06/06/2020
13216;Sim;9177;06/06/2020;06/06/2020
13217;Sim;9178;18/04/2017;18/04/2017
13218;Sim;9373;02/08/2017;02/08/2017
13219;Sim;9374;18/05/2018;18/05/2018
13220;Sim;9197;04/05/2017;04/05/2017
13221;Sim;9193;19/10/2022;19/10/2022
13222;Sim;9194;19/10/2022;19/10/2022
13223;Sim;9195;19/10/2022;19/10/2022
13224;Sim;9196;27/04/2017;27/04/2017
13225;Sim;9894;08/10/2019;08/10/2019
13226;Sim;9895;08/10/2019;08/10/2019
13227;Sim;9896;08/10/2019;08/10/2019
13228;Sim;9783;29/10/2019;29/10/2019
13229;Sim;9784;29/10/2019;29/10/2019
13230;Sim;9785;29/10/2019;29/10/2019
13231;Sim;9911;08/10/2019;08/10/2019
13232;Sim;9786;24/01/2019;24/01/2019
13233;Sim;9787;24/01/2019;24/01/2019
13234;Sim;9788;24/01/2019;24/01/2019
13235;Sim;9791;24/01/2019;24/01/2019
13236;Sim;9920;15/10/2019;15/10/2019
13237;Sim;9912;08/10/2019;08/10/2019
13238;Sim;9789;29/10/2019;29/10/2019
13239;Não;;;
13240;Sim;9921;15/10/2019;15/10/2019
13241;Sim;9922;15/10/2019;15/10/2019
13242;Sim;10225;02/10/2020;02/10/2020
13243;Sim;10226;02/10/2020;02/10/2020
13244;Sim;9923;15/10/2019;15/10/2019
13245;Sim;9924;15/10/2019;15/10/2019
13246;Sim;9913;14/10/2019;14/10/2019
13249;Sim;1005;14/12/2017;14/12/2017
13250;Sim;9231;14/12/2017;14/12/2017
13251;Sim;1004;14/12/2017;14/12/2017
13252;Sim;3930;14/12/2017;14/12/2017
13253;Sim;9234;14/12/2017;14/12/2017
13254;Sim;3941;14/12/2017;14/12/2017
13256;Sim;2739;14/12/2017;14/12/2017
13257;Sim;9249;14/12/2017;14/12/2017
13258;Sim;3920;14/12/2017;14/12/2017
13259;Sim;3931;14/12/2017;14/12/2017
13260;Sim;9252;14/12/2017;14/12/2017
13261;Sim;9251;14/12/2017;14/12/2017
13262;Sim;9254;14/12/2017;14/12/2017
13263;Sim;9253;14/12/2017;14/12/2017
13264;Sim;9255;14/12/2017;14/12/2017
13267;Sim;9258;14/12/2017;14/12/2017
13268;Sim;9259;14/12/2017;14/12/2017
13271;Sim;1444;18/02/2020;18/02/2020
13272;Sim;2155;14/12/2017;14/12/2017
13273;Sim;9264;14/12/2017;14/12/2017
13274;Sim;6928;14/12/2017;14/12/2017
13275;Sim;6929;14/12/2017;14/12/2017
13276;Sim;9267;14/12/2017;14/12/2017
13278;Sim;3924;16/04/2018;16/04/2018
13279;Sim;9139;16/04/2018;16/04/2018
13280;Sim;3935;16/04/2018;16/04/2018
13281;Sim;888;16/04/2018;16/04/2018
13282;Sim;9273;16/04/2018;16/04/2018
13283;Sim;3936;16/04/2018;16/04/2018
13284;Sim;3939;16/04/2018;16/04/2018
13285;Sim;3928;16/04/2018;16/04/2018
13286;Sim;9141;16/04/2018;16/04/2018
13287;Sim;3940;16/04/2018;16/04/2018
13288;Sim;3929;16/04/2018;16/04/2018
13289;Sim;9324;16/04/2018;16/04/2018
13290;Sim;3937;14/12/2017;14/12/2017
13291;Sim;3926;14/12/2017;14/12/2017
13292;Sim;9140;14/12/2017;14/12/2017
13293;Sim;3938;14/12/2017;14/12/2017
13294;Sim;3927;14/12/2017;14/12/2017
13295;Sim;9330;14/12/2017;14/12/2017
13296;Sim;9331;14/12/2017;14/12/2017
13297;Sim;9238;14/12/2017;14/12/2017
13298;Sim;1454;14/12/2017;14/12/2017
13299;Sim;3932;14/12/2017;14/12/2017
13300;Sim;3921;14/12/2017;14/12/2017
13301;Sim;9242;14/12/2017;14/12/2017
13302;Sim;887;14/12/2017;14/12/2017
13303;Sim;9244;14/12/2017;14/12/2017
13304;Sim;9245;14/12/2017;14/12/2017
13305;Sim;9246;14/12/2017;14/12/2017
13306;Sim;9247;14/12/2017;14/12/2017
13307;Sim;9336;14/12/2017;14/12/2017
13308;Sim;9337;14/12/2017;14/12/2017
13309;Sim;9338;14/12/2017;14/12/2017
13310;Sim;9339;18/04/2018;18/04/2018
13311;Sim;9340;18/04/2018;18/04/2018
13312;Sim;9341;14/12/2017;14/12/2017
13313;Sim;9342;14/12/2017;14/12/2017
13314;Sim;1099;14/12/2017;14/12/2017
13315;Sim;9344;14/12/2017;14/12/2017
13316;Sim;1098;14/12/2017;14/12/2017
13317;Sim;1438;14/12/2017;14/12/2017
13318;Sim;9319;14/12/2017;14/12/2017
13319;Sim;1442;14/12/2017;14/12/2017
13320;Sim;9321;14/12/2017;14/12/2017
13321;Sim;9204;28/06/2017;28/06/2017
13322;Sim;9205;28/06/2017;28/06/2017
13323;Sim;9207;27/06/2017;27/06/2017
13324;Sim;9206;28/06/2017;28/06/2017
13325;Sim;9199;23/06/2017;23/06/2017
13326;Sim;9200;23/06/2017;23/06/2017
13327;Sim;9208;29/06/2017;29/06/2017
13328;Sim;9209;29/06/2017;29/06/2017
13329;Sim;9217;14/10/2020;14/10/2020
13330;Sim;9218;14/10/2020;14/10/2020
13331;Sim;9219;14/10/2020;14/10/2020
13332;Sim;9220;14/10/2020;14/10/2020
13333;Sim;9211;03/07/2017;03/07/2017
13334;Sim;9212;03/07/2017;03/07/2017
13335;Sim;9213;19/11/2019;19/11/2019
13336;Sim;9210;03/07/2017;03/07/2017
13337;Sim;9221;12/07/2017;12/07/2017
13338;Sim;9222;12/07/2017;12/07/2017
13339;Sim;9223;08/08/2018;08/08/2018
13340;Sim;9224;12/07/2017;12/07/2017
13341;Sim;9225;12/07/2017;12/07/2017
13342;Sim;9226;12/07/2017;12/07/2017
13343;Sim;9227;12/07/2017;12/07/2017
13344;Sim;9214;06/07/2017;06/07/2017
13345;Sim;9215;06/07/2017;06/07/2017
13346;Sim;9216;06/07/2017;06/07/2017
13347;Sim;9346;24/07/2017;24/07/2017
13348;Sim;9347;24/07/2017;24/07/2017
13349;Sim;9348;24/07/2017;24/07/2017
13350;Sim;9349;24/07/2017;24/07/2017
13351;Sim;9350;11/08/2021;11/08/2021
13352;Sim;9351;24/07/2017;24/07/2017
13353;Sim;9352;11/08/2021;11/08/2021
13354;Sim;9353;24/07/2017;24/07/2017
13355;Sim;9334;11/05/2021;11/05/2021
13356;Sim;9335;31/05/2019;31/05/2019
13357;Sim;9375;02/08/2017;02/08/2017
13360;Sim;9354;11/08/2021;11/08/2021
13361;Sim;9355;11/08/2021;11/08/2021
13362;Sim;9356;11/08/2021;11/08/2021
13363;Sim;9357;24/07/2017;24/07/2017
13364;Sim;9358;24/07/2017;24/07/2017
13365;Sim;9359;24/07/2017;24/07/2017
13366;Sim;9360;29/05/2018;29/05/2018
13367;Sim;9361;22/05/2019;22/05/2019
13368;Sim;9362;27/07/2017;27/07/2017
13369;Sim;9376;04/08/2017;04/08/2017
13370;Sim;9363;11/08/2021;11/08/2021
13371;Sim;9364;31/07/2017;31/07/2017
13372;Sim;9365;11/08/2021;11/08/2021
13373;Sim;9366;31/07/2017;31/07/2017
13374;Sim;9367;11/08/2021;11/08/2021
13375;Sim;9368;11/08/2021;11/08/2021
13376;Sim;9369;11/08/2021;11/08/2021
13377;Sim;9370;31/07/2017;31/07/2017
13378;Sim;9371;31/07/2017;31/07/2017
13379;Sim;9372;31/07/2017;31/07/2017
13380;Sim;8735;27/01/2023;27/01/2023
13381;Sim;8728;27/01/2023;27/01/2023
13382;Sim;8729;27/01/2023;27/01/2023
13383;Sim;8730;27/01/2023;27/01/2023
13384;Sim;8736;27/01/2023;27/01/2023
13385;Sim;8737;27/01/2023;27/01/2023
13386;Sim;9332;27/01/2023;27/01/2023
13387;Sim;9149;27/01/2023;27/01/2023
13388;Sim;9333;27/01/2023;27/01/2023
13389;Sim;6817;27/01/2023;27/01/2023
13390;Sim;6761;27/01/2023;27/01/2023
13391;Sim;6820;27/01/2023;27/01/2023
13392;Sim;6818;27/01/2023;27/01/2023
13393;Sim;6762;27/01/2023;27/01/2023
13394;Sim;6821;27/01/2023;27/01/2023
13395;Sim;6819;27/01/2023;27/01/2023
13396;Sim;6763;27/01/2023;27/01/2023
13397;Sim;6822;27/01/2023;27/01/2023
13398;Sim;5520;27/01/2023;27/01/2023
13399;Sim;5512;27/01/2023;27/01/2023
13400;Sim;5446;27/01/2023;27/01/2023
13401;Sim;5522;27/01/2023;27/01/2023
13402;Sim;5515;27/01/2023;27/01/2023
13403;Sim;5449;27/01/2023;27/01/2023
13404;Sim;5524;27/01/2023;27/01/2023
13405;Sim;5518;27/01/2023;27/01/2023
13406;Sim;5452;27/01/2023;27/01/2023
13407;Sim;9501;18/03/2020;18/03/2020
13408;Sim;9502;07/11/2017;07/11/2017
13409;Sim;986;10/10/2017;10/10/2017
13410;Sim;987;10/10/2017;10/10/2017
13418;Sim;9492;10/08/2021;10/08/2021
13420;Sim;9748;12/12/2018;12/12/2018
13421;Sim;9749;12/12/2018;12/12/2018
13422;Sim;9750;12/12/2018;12/12/2018
13423;Sim;9751;30/10/2018;30/10/2018
13424;Sim;9494;10/08/2021;10/08/2021
13426;Sim;9496;10/08/2021;10/08/2021
13432;Sim;1440;14/12/2017;14/12/2017
13433;Sim;9498;14/12/2017;14/12/2017
13434;Sim;1100;14/12/2017;14/12/2017
13435;Sim;9504;14/12/2017;14/12/2017
13436;Sim;9500;14/12/2017;14/12/2017
13438;Sim;2738;14/12/2017;14/12/2017
13441;Sim;9484;10/08/2021;10/08/2021
13443;Sim;9486;10/08/2021;10/08/2021
13445;Sim;9488;10/08/2021;10/08/2021
13447;Sim;9490;10/08/2021;10/08/2021
13448;Sim;537;23/11/2017;23/11/2017
13449;Sim;543;23/11/2017;23/11/2017
13450;Sim;960;23/11/2017;23/11/2017
13451;Sim;1002;12/03/2018;12/03/2018
13452;Sim;1003;12/03/2018;12/03/2018
13453;Sim;9518;12/03/2018;12/03/2018
13454;Sim;6931;12/03/2018;12/03/2018
13455;Sim;9520;12/03/2018;12/03/2018
13456;Sim;6930;16/03/2018;16/03/2018
13457;Sim;6925;09/03/2018;09/03/2018
13458;Sim;9523;09/03/2018;09/03/2018
13459;Sim;3898;09/03/2018;09/03/2018
13460;Sim;3900;09/03/2018;09/03/2018
13461;Sim;3899;09/03/2018;09/03/2018
13462;Sim;3901;09/03/2018;09/03/2018
13463;Sim;3087;06/03/2018;06/03/2018
13464;Sim;3913;06/03/2018;06/03/2018
13465;Sim;9550;06/03/2018;06/03/2018
13466;Sim;3914;06/03/2018;06/03/2018
13467;Sim;9552;06/03/2018;06/03/2018
13468;Sim;3091;06/03/2018;06/03/2018
13469;Sim;3915;08/03/2018;08/03/2018
13470;Sim;9555;06/03/2018;06/03/2018
13471;Sim;7260;06/03/2018;06/03/2018
13472;Sim;7259;06/03/2018;06/03/2018
13473;Sim;9528;06/03/2018;06/03/2018
13474;Sim;3891;06/03/2018;06/03/2018
13475;Sim;3916;07/03/2018;07/03/2018
13476;Sim;9531;06/03/2018;06/03/2018
13477;Sim;7821;06/03/2018;06/03/2018
13478;Sim;3917;06/03/2018;06/03/2018
13479;Sim;9534;06/03/2018;06/03/2018
13480;Sim;9535;12/03/2018;12/03/2018
13481;Sim;9560;12/03/2018;12/03/2018
13482;Sim;9561;26/04/2018;26/04/2018
13483;Sim;9562;26/04/2018;26/04/2018
13484;Sim;9563;26/04/2018;26/04/2018
13485;Sim;9564;26/04/2018;26/04/2018
13486;Sim;9565;12/03/2018;12/03/2018
13487;Sim;9566;12/03/2018;12/03/2018
13488;Sim;9567;12/03/2018;12/03/2018
13489;Sim;9568;12/03/2018;12/03/2018
13490;Sim;9569;09/03/2018;09/03/2018
13491;Sim;9570;09/03/2018;09/03/2018
13492;Sim;1006;06/03/2018;06/03/2018
13493;Sim;1007;06/03/2018;06/03/2018
13494;Sim;9573;06/03/2018;06/03/2018
13495;Sim;1008;06/03/2018;06/03/2018
13496;Sim;1009;06/03/2018;06/03/2018
13497;Sim;9576;06/03/2018;06/03/2018
13498;Sim;1387;06/03/2018;06/03/2018
13499;Sim;2152;06/03/2018;06/03/2018
13500;Sim;2154;06/03/2018;06/03/2018
13501;Sim;9536;26/04/2018;26/04/2018
13502;Sim;2153;06/03/2018;06/03/2018
13503;Sim;9538;06/03/2018;06/03/2018
13504;Sim;9539;08/03/2018;08/03/2018
13505;Sim;1096;08/03/2018;08/03/2018
13506;Sim;1097;08/03/2018;08/03/2018
13507;Sim;9542;08/03/2018;08/03/2018
13508;Sim;3893;08/03/2018;08/03/2018
13509;Sim;3919;08/03/2018;08/03/2018
13510;Sim;9545;08/03/2018;08/03/2018
13511;Sim;6926;08/03/2018;08/03/2018
13512;Sim;6927;08/03/2018;08/03/2018
13513;Sim;9558;08/03/2018;08/03/2018
13514;Sim;9559;08/03/2018;08/03/2018
13515;Sim;9503;03/05/2019;03/05/2019
13515;Sim;9514;14/12/2017;14/12/2017
13516;Sim;9260;03/05/2019;03/05/2019
13516;Sim;9515;14/12/2017;14/12/2017
13517;Sim;9581;14/12/2017;14/12/2017
13518;Não;;;
13519;Não;;;
13520;Não;;;
13521;Não;;;
13522;Não;;;
13523;Não;;;
13524;Não;;;
13525;Não;;;
13526;Sim;8743;20/12/2017;20/12/2017
13527;Sim;8745;20/12/2017;20/12/2017
13528;Sim;8744;20/12/2017;20/12/2017
13529;Sim;8746;20/12/2017;20/12/2017
13530;Sim;9583;07/01/2020;07/01/2020
13531;Sim;9584;07/01/2020;07/01/2020
13532;Sim;2149;12/03/2018;12/03/2018
13533;Sim;9617;13/05/2022;13/05/2022
13534;Sim;7993;27/01/2023;27/01/2023
13535;Sim;8755;27/01/2023;27/01/2023
13536;Sim;8756;27/01/2023;27/01/2023
13537;Sim;7996;27/01/2023;27/01/2023
13538;Sim;8000;14/12/2017;14/12/2017
13539;Sim;8738;20/12/2017;20/12/2017
13540;Sim;8739;20/12/2017;20/12/2017
13541;Sim;8740;20/12/2017;20/12/2017
13542;Sim;9586;15/12/2017;15/12/2017
13543;Sim;9587;15/12/2017;15/12/2017
13544;Sim;9588;15/12/2017;15/12/2017
13545;Sim;9589;15/12/2017;15/12/2017
13546;Sim;9590;15/12/2017;15/12/2017
13547;Sim;9585;09/03/2018;09/03/2018
13548;Sim;8741;20/12/2017;20/12/2017
13549;Sim;8742;20/12/2017;20/12/2017
13550;Não;;;
13551;Não;;;
13552;Não;;;
13553;Não;;;
13554;Sim;9592;12/01/2018;12/01/2018
13555;Sim;9591;27/09/2018;27/09/2018
13556;Sim;9612;28/02/2018;28/02/2018
13557;Sim;9593;11/01/2018;11/01/2018
13558;Sim;9594;11/01/2018;11/01/2018
13559;Sim;9613;28/02/2018;28/02/2018
13560;Sim;9614;28/02/2018;28/02/2018
13561;Sim;9595;10/08/2021;10/08/2021
13562;Sim;9596;10/08/2021;10/08/2021
13563;Sim;9597;31/01/2018;31/01/2018
13564;Sim;9755;19/02/2019;19/02/2019
13565;Sim;9756;19/02/2019;19/02/2019
13566;Sim;9757;19/02/2019;19/02/2019
13567;Sim;9758;19/02/2019;19/02/2019
13568;Sim;9610;16/02/2018;16/02/2018
13569;Sim;9611;16/02/2018;16/02/2018
13570;Sim;9620;14/03/2018;14/03/2018
13571;Sim;9621;14/03/2018;14/03/2018
13572;Sim;9623;14/03/2018;14/03/2018
13573;Sim;9622;14/03/2018;14/03/2018
13574;Sim;9624;05/03/2018;05/03/2018
13576;Sim;9626;05/03/2018;05/03/2018
13577;Sim;9627;05/03/2018;05/03/2018
13578;Sim;9625;05/03/2018;05/03/2018
13579;Sim;9633;15/03/2018;15/03/2018
13580;Sim;9634;15/03/2018;15/03/2018
13581;Sim;9628;08/03/2018;08/03/2018
13582;Sim;9629;08/03/2018;08/03/2018
13583;Sim;9630;08/03/2018;08/03/2018
13584;Sim;9631;22/04/2020;22/04/2020
13585;Sim;9632;22/04/2020;22/04/2020
13586;Sim;9635;19/03/2018;19/03/2018
13587;Sim;9637;17/04/2018;17/04/2018
13588;Sim;9636;17/04/2018;17/04/2018
13589;Sim;9639;17/04/2018;17/04/2018
13590;Sim;9638;17/04/2018;17/04/2018
13591;Sim;9641;17/04/2018;17/04/2018
13592;Sim;9640;17/04/2018;17/04/2018
13593;Sim;9643;09/05/2018;09/05/2018
13594;Sim;9644;16/05/2018;16/05/2018
13595;Sim;9645;09/05/2018;09/05/2018
13596;Sim;9646;09/05/2018;09/05/2018
13597;Não;;;
13598;Sim;9720;25/07/2018;25/07/2018
13599;Sim;9702;14/06/2018;14/06/2018
13600;Sim;9703;14/06/2018;14/06/2018
13601;Sim;9704;14/06/2018;14/06/2018
13602;Sim;9705;14/06/2018;14/06/2018
13603;Sim;9706;14/06/2018;14/06/2018
13604;Sim;9707;14/06/2018;14/06/2018
13605;Sim;9642;13/05/2022;13/05/2022
13606;Sim;9708;14/06/2018;14/06/2018
13607;Sim;9709;14/06/2018;14/06/2018
13608;Não;;;
13609;Não;;;
13610;Sim;9683;29/05/2018;29/05/2018
13611;Sim;9656;18/05/2018;18/05/2018
13612;Sim;9657;18/05/2018;18/05/2018
13613;Sim;9658;18/05/2018;18/05/2018
13614;Sim;9664;22/04/2022;22/04/2022
13615;Sim;9665;22/04/2022;22/04/2022
13616;Sim;9659;21/05/2018;21/05/2018
13617;Sim;9660;22/05/2018;22/05/2018
13618;Sim;9661;23/05/2018;23/05/2018
13619;Sim;9662;23/05/2018;23/05/2018
13620;Sim;9663;23/05/2018;23/05/2018
13621;Sim;9666;23/05/2018;23/05/2018
13622;Sim;9667;23/05/2018;23/05/2018
13623;Sim;9668;23/05/2018;23/05/2018
13624;Sim;9669;23/05/2018;23/05/2018
13625;Sim;9670;23/05/2018;23/05/2018
13626;Sim;9671;23/05/2018;23/05/2018
13627;Sim;9672;23/05/2018;23/05/2018
13628;Sim;9673;23/05/2018;23/05/2018
13629;Sim;9674;23/05/2018;23/05/2018
13630;Sim;9675;23/05/2018;23/05/2018
13631;Sim;9676;23/05/2018;23/05/2018
13632;Sim;9677;24/05/2018;24/05/2018
13633;Sim;9678;25/05/2018;25/05/2018
13634;Sim;9679;05/05/2022;05/05/2022
13635;Sim;9685;13/05/2022;13/05/2022
13636;Sim;9680;22/05/2019;22/05/2019
13637;Sim;9681;28/05/2018;28/05/2018
13638;Sim;9682;28/05/2018;28/05/2018
13639;Sim;9684;21/05/2020;21/05/2020
13640;Sim;9710;26/07/2019;26/07/2019
13641;Sim;9711;19/06/2018;19/06/2018
13642;Sim;9713;14/05/2019;14/05/2019
13643;Sim;9714;14/05/2019;14/05/2019
13644;Sim;9712;28/06/2018;28/06/2018
13645;Sim;9715;04/10/2022;04/10/2022
13646;Sim;9723;11/09/2018;11/09/2018
13647;Sim;9722;11/09/2018;11/09/2018
13648;Sim;9725;11/09/2018;11/09/2018
13649;Sim;9724;11/09/2018;11/09/2018
13650;Sim;9727;11/09/2018;11/09/2018
13651;Sim;9726;11/09/2018;11/09/2018
13652;Sim;9717;13/05/2022;13/05/2022
13653;Sim;9718;13/05/2022;13/05/2022
13654;Sim;9719;13/05/2022;13/05/2022
13655;Sim;9716;12/09/2018;12/09/2018
13656;Sim;9721;26/07/2018;26/07/2018
13657;Não;;;
13658;Não;;;
13659;Não;;;
13660;Não;;;
13661;Sim;9729;11/02/2022;11/02/2022
13662;Sim;9730;11/02/2022;11/02/2022
13663;Sim;9731;11/06/2021;11/06/2021
13664;Sim;9732;11/06/2021;11/06/2021
13665;Sim;9733;11/06/2021;11/06/2021
13666;Sim;9734;11/06/2021;11/06/2021
13667;Sim;9735;11/06/2021;11/06/2021
13668;Sim;9736;11/06/2021;11/06/2021
13669;Sim;9740;12/10/2018;12/10/2018
13671;Sim;9741;12/10/2018;12/10/2018
13672;Sim;9738;12/10/2018;12/10/2018
13673;Sim;9742;12/10/2018;12/10/2018
13674;Sim;9737;12/10/2018;12/10/2018
13675;Sim;9747;12/10/2018;12/10/2018
13676;Sim;9745;12/10/2018;12/10/2018
13677;Sim;9746;12/10/2018;12/10/2018
13678;Sim;9744;12/10/2018;12/10/2018
13679;Sim;9743;12/10/2018;12/10/2018
13680;Sim;9739;12/10/2018;12/10/2018
13681;Sim;9752;13/05/2022;13/05/2022
13682;Sim;9753;13/05/2022;13/05/2022
13683;Sim;9754;13/05/2022;13/05/2022
13684;Sim;9821;06/05/2019;06/05/2019
13685;Sim;9823;18/11/2022;18/11/2022
13686;Sim;9822;06/05/2019;06/05/2019
13687;Sim;9759;07/11/2019;07/11/2019
13688;Sim;9760;07/11/2019;07/11/2019
13689;Sim;9761;07/11/2019;07/11/2019
13690;Sim;9762;07/11/2019;07/11/2019
13691;Sim;9763;07/11/2019;07/11/2019
13692;Sim;9764;07/11/2019;07/11/2019
13693;Sim;9765;07/11/2019;07/11/2019
13694;Sim;9766;07/11/2019;07/11/2019
13695;Sim;9767;07/11/2019;07/11/2019
13696;Sim;9768;07/11/2019;07/11/2019
13697;Sim;9769;24/10/2019;24/10/2019
13698;Sim;9770;07/11/2019;07/11/2019
13699;Sim;9771;24/10/2019;24/10/2019
13700;Sim;9772;07/11/2019;07/11/2019
13702;Sim;9773;26/11/2019;26/11/2019
13703;Sim;9774;26/11/2019;26/11/2019
13704;Sim;9775;07/11/2019;07/11/2019
13705;Sim;9776;09/06/2020;09/06/2020
13706;Sim;9777;24/01/2019;24/01/2019
13707;Sim;9781;09/06/2020;09/06/2020
13708;Sim;9780;15/06/2020;15/06/2020
13709;Sim;9782;08/01/2019;08/01/2019
13710;Sim;9778;08/01/2019;08/01/2019
13711;Sim;9779;21/11/2020;21/11/2020
13712;Não;;;
13713;Sim;9932;20/11/2019;20/11/2019
13715;Sim;9839;13/05/2019;13/05/2019
13716;Sim;9840;13/05/2019;13/05/2019
13717;Sim;9841;13/05/2019;13/05/2019
13718;Sim;9842;13/05/2019;13/05/2019
13719;Sim;9843;13/05/2019;13/05/2019
13720;Sim;9844;13/05/2019;13/05/2019
13721;Sim;9845;13/05/2019;13/05/2019
13722;Sim;9846;13/05/2019;13/05/2019
13723;Sim;9831;13/05/2019;13/05/2019
13724;Sim;9832;13/05/2019;13/05/2019
13725;Sim;9833;13/05/2019;13/05/2019
13726;Sim;9834;13/05/2019;13/05/2019
13727;Sim;9835;13/05/2019;13/05/2019
13728;Sim;9836;13/05/2019;13/05/2019
13729;Sim;9837;13/05/2019;13/05/2019
13730;Sim;9838;13/05/2019;13/05/2019
13731;Sim;9797;20/02/2019;20/02/2019
13732;Sim;9798;28/03/2019;28/03/2019
13733;Sim;9800;07/03/2019;07/03/2019
13734;Sim;9897;08/10/2019;08/10/2019
13735;Sim;9898;08/10/2019;08/10/2019
13736;Sim;9899;08/10/2019;08/10/2019
13737;Sim;9900;08/10/2019;08/10/2019
13738;Sim;9901;08/10/2019;08/10/2019
13739;Sim;9902;08/10/2019;08/10/2019
13740;Sim;9799;28/03/2019;28/03/2019
13741;Sim;9807;28/03/2019;28/03/2019
13742;Sim;9956;06/06/2020;06/06/2020
13743;Sim;9957;06/06/2020;06/06/2020
13744;Sim;9958;06/06/2020;06/06/2020
13745;Sim;9959;06/06/2020;06/06/2020
13746;Sim;9960;06/06/2020;06/06/2020
13747;Sim;9809;14/03/2019;14/03/2019
13748;Sim;9810;14/03/2019;14/03/2019
13749;Sim;9811;14/03/2019;14/03/2019
13750;Sim;9808;22/03/2019;22/03/2019
13751;Sim;9812;22/03/2019;22/03/2019
13752;Sim;9813;22/03/2019;22/03/2019
13753;Sim;9814;22/03/2019;22/03/2019
13754;Sim;9817;22/04/2020;22/04/2020
13755;Sim;9818;22/04/2020;22/04/2020
13756;Sim;9819;22/03/2019;22/03/2019
13757;Sim;9820;02/04/2019;02/04/2019
13758;Sim;9824;06/05/2019;06/05/2019
13765;Sim;9850;24/06/2019;24/06/2019
13766;Sim;9851;20/05/2019;20/05/2019
13767;Sim;9849;15/05/2019;15/05/2019
13768;Sim;9848;15/05/2019;15/05/2019
13769;Sim;9847;19/02/2021;19/02/2021
13770;Sim;9852;22/05/2019;22/05/2019
13771;Sim;9853;18/04/2022;18/04/2022
13772;Sim;9854;05/05/2022;05/05/2022
13773;Sim;9855;05/05/2022;05/05/2022
13774;Sim;9856;05/05/2022;05/05/2022
13775;Sim;9857;10/11/2022;10/11/2022
13776;Sim;9858;10/11/2022;10/11/2022
13777;Sim;9859;29/05/2019;29/05/2019
13778;Sim;9860;29/05/2019;29/05/2019
13779;Sim;9861;29/05/2019;29/05/2019
13780;Sim;9862;18/11/2022;18/11/2022
13781;Sim;9864;07/06/2019;07/06/2019
13782;Sim;9863;22/04/2022;22/04/2022
13783;Sim;9868;18/06/2019;18/06/2019
13784;Sim;9865;18/06/2019;18/06/2019
13785;Sim;9866;18/06/2019;18/06/2019
13786;Sim;9867;18/06/2019;18/06/2019
13787;Sim;9869;21/06/2019;21/06/2019
13788;Sim;9870;21/06/2019;21/06/2019
13789;Sim;9871;21/06/2019;21/06/2019
13790;Sim;9872;21/06/2019;21/06/2019
13791;Sim;9873;10/07/2019;10/07/2019
13792;Sim;9874;10/07/2019;10/07/2019
13793;Sim;9875;17/08/2020;17/08/2020
13794;Sim;9876;10/07/2019;10/07/2019
13795;Sim;9877;10/07/2019;10/07/2019
13796;Sim;9878;10/07/2019;10/07/2019
13797;Sim;9879;10/07/2019;10/07/2019
13798;Sim;9880;10/07/2019;10/07/2019
13799;Sim;9881;10/07/2019;10/07/2019
13800;Sim;9882;25/07/2019;25/07/2019
13801;Sim;10116;10/07/2020;10/07/2020
13802;Sim;9883;10/07/2020;10/07/2020
13803;Sim;10227;02/10/2020;02/10/2020
13804;Sim;9903;08/10/2019;08/10/2019
13805;Sim;10228;02/10/2020;02/10/2020
13806;Sim;10229;02/10/2020;02/10/2020
13807;Sim;9904;29/10/2019;29/10/2019
13808;Sim;10230;02/10/2020;02/10/2020
13809;Sim;9905;08/10/2019;08/10/2019
