Código;Disponível no Portal;Código de difusão;Data de entrada em uso;Data do último carregamento
9604;Sim;6308;01/08/2012;01/08/2012
9605;Sim;6309;01/08/2012;01/08/2012
9606;Sim;6310;01/08/2012;01/08/2012
9607;Sim;6311;01/08/2012;01/08/2012
9608;Sim;6312;01/08/2012;01/08/2012
9609;Sim;6313;20/03/2012;20/03/2012
9610;Sim;6315;20/03/2012;20/03/2012
9611;Sim;6314;20/03/2012;20/03/2012
9612;Sim;6317;14/01/2013;14/01/2013
9613;Sim;6318;20/03/2012;20/03/2012
9614;Sim;6319;20/03/2012;20/03/2012
9615;Sim;6320;20/03/2012;20/03/2012
9616;Sim;6321;20/03/2012;20/03/2012
9617;Sim;6330;29/03/2012;29/03/2012
9620;Sim;6256;21/10/2020;21/10/2020
9621;Sim;6333;20/03/2012;20/03/2012
9622;Sim;6339;17/07/2014;17/07/2014
9623;Sim;6340;17/07/2014;17/07/2014
9624;Sim;6341;17/07/2014;17/07/2014
9625;Sim;6342;17/07/2014;17/07/2014
9626;Sim;6343;17/07/2014;17/07/2014
9627;Sim;6270;17/11/2022;17/11/2022
9628;Sim;6262;16/09/2020;16/09/2020
9629;Sim;6263;01/10/2015;01/10/2015
9630;Sim;6257;01/10/2015;01/10/2015
9631;Sim;6258;08/05/2019;08/05/2019
9632;Sim;6259;21/10/2020;21/10/2020
9633;Sim;6260;21/10/2020;21/10/2020
9634;Sim;6261;21/10/2020;21/10/2020
9635;Sim;6271;18/11/2022;18/11/2022
9636;Sim;6334;20/03/2012;20/03/2012
9637;Sim;6335;20/03/2012;20/03/2012
9638;Sim;6336;20/03/2012;20/03/2012
9639;Sim;6337;20/03/2012;20/03/2012
9640;Sim;6338;20/03/2012;20/03/2012
9641;Sim;6264;10/12/2019;10/12/2019
9642;Sim;6289;20/03/2012;20/03/2012
9643;Sim;6290;20/03/2012;20/03/2012
9644;Sim;6291;20/03/2012;20/03/2012
9645;Sim;6322;20/03/2012;20/03/2012
9646;Sim;6323;20/03/2012;20/03/2012
9647;Sim;6324;20/03/2012;20/03/2012
9648;Sim;6325;20/03/2012;20/03/2012
9649;Sim;6326;20/03/2012;20/03/2012
9650;Sim;6327;20/03/2012;20/03/2012
9653;Sim;6269;07/03/2012;07/03/2012
9654;Sim;6268;18/03/2015;18/03/2015
9655;Sim;2796;12/12/2014;12/12/2014
9656;Sim;2797;12/12/2014;12/12/2014
9658;Sim;2801;16/11/2015;16/11/2015
9659;Sim;7790;16/05/2014;16/05/2014
9660;Sim;7767;15/05/2014;15/05/2014
9661;Sim;7791;16/05/2014;16/05/2014
9662;Sim;7768;15/05/2014;15/05/2014
9663;Sim;7792;16/05/2014;16/05/2014
9664;Sim;7769;15/05/2014;15/05/2014
9665;Sim;7793;16/05/2014;16/05/2014
9666;Sim;7770;15/05/2014;15/05/2014
9667;Sim;6344;17/07/2014;17/07/2014
9668;Sim;6347;17/04/2012;17/04/2012
9669;Sim;6348;17/04/2012;17/04/2012
9670;Sim;6400;18/03/2015;18/03/2015
9671;Sim;6399;11/05/2012;11/05/2012
9672;Sim;6402;18/03/2015;18/03/2015
9673;Sim;6401;11/05/2012;11/05/2012
9674;Sim;6404;18/03/2015;18/03/2015
9676;Sim;6403;11/05/2012;11/05/2012
9677;Sim;6435;14/07/2015;14/07/2015
9678;Sim;6434;14/07/2015;14/07/2015
9679;Sim;6406;18/03/2015;18/03/2015
9680;Sim;6405;11/05/2012;11/05/2012
9681;Sim;6436;18/05/2012;18/05/2012
9682;Sim;6408;15/03/2016;15/03/2016
9683;Sim;6407;15/03/2016;15/03/2016
9684;Sim;6410;15/03/2016;15/03/2016
9685;Sim;6409;15/03/2016;15/03/2016
9686;Sim;7251;18/03/2015;18/03/2015
9687;Sim;7250;18/04/2013;18/04/2013
9688;Sim;6412;18/03/2015;18/03/2015
9689;Sim;6411;14/05/2012;14/05/2012
9690;Sim;6414;18/03/2015;18/03/2015
9691;Sim;6413;14/05/2012;14/05/2012
9692;Sim;6416;18/03/2015;18/03/2015
9693;Sim;6415;18/04/2013;18/04/2013
9694;Sim;6418;18/03/2015;18/03/2015
9695;Sim;6417;14/05/2012;14/05/2012
9696;Não;;;
9697;Não;;;
9698;Sim;6429;27/11/2012;27/11/2012
9700;Sim;6430;18/05/2012;18/05/2012
9701;Sim;6431;15/03/2016;15/03/2016
9702;Sim;6433;14/07/2015;14/07/2015
9703;Sim;6432;14/07/2015;14/07/2015
9704;Sim;6438;15/03/2016;15/03/2016
9705;Sim;6437;15/03/2016;15/03/2016
9706;Sim;6424;25/07/2014;25/07/2014
9707;Sim;6425;25/07/2014;25/07/2014
9708;Sim;6426;29/01/2014;29/01/2014
9709;Sim;6427;29/01/2014;29/01/2014
9710;Sim;6428;29/01/2014;29/01/2014
9711;Sim;6345;11/03/2021;11/03/2021
9712;Sim;6420;18/03/2015;18/03/2015
9713;Sim;6419;14/05/2012;14/05/2012
9714;Sim;6346;11/03/2021;11/03/2021
9715;Sim;6349;17/04/2012;17/04/2012
9716;Sim;6350;17/04/2012;17/04/2012
9718;Sim;1755;15/03/2016;15/03/2016
9719;Sim;1773;15/03/2016;15/03/2016
9720;Sim;6351;17/04/2012;17/04/2012
9721;Sim;6352;17/04/2012;17/04/2012
9722;Sim;6353;17/04/2012;17/04/2012
9723;Sim;6354;17/04/2012;17/04/2012
9724;Sim;6355;17/04/2012;17/04/2012
9725;Sim;6356;17/04/2012;17/04/2012
9726;Sim;6361;17/04/2012;17/04/2012
9727;Sim;6362;17/04/2012;17/04/2012
9728;Sim;6363;17/04/2012;17/04/2012
9729;Sim;6365;17/04/2012;17/04/2012
9730;Sim;6366;17/04/2012;17/04/2012
9731;Sim;1682;28/03/2016;28/03/2016
9732;Sim;1683;28/03/2016;28/03/2016
9733;Sim;6421;14/05/2012;14/05/2012
9735;Sim;6423;15/03/2016;15/03/2016
9736;Sim;6422;15/03/2016;15/03/2016
9737;Sim;3906;15/06/2012;15/06/2012
9738;Sim;6357;17/04/2012;17/04/2012
9739;Sim;6358;17/04/2012;17/04/2012
9740;Sim;6359;11/04/2013;11/04/2013
9741;Sim;6360;11/04/2013;11/04/2013
9742;Sim;6316;02/04/2012;02/04/2012
9743;Sim;6367;21/05/2013;21/05/2013
9744;Sim;6368;21/05/2013;21/05/2013
9746;Sim;6364;17/04/2012;17/04/2012
9747;Sim;6370;27/07/2012;27/07/2012
9749;Sim;6369;21/05/2013;21/05/2013
9750;Sim;6371;27/07/2012;27/07/2012
9751;Sim;6372;21/05/2013;21/05/2013
9752;Sim;6373;21/05/2013;21/05/2013
9753;Sim;6374;21/05/2013;21/05/2013
9754;Sim;6375;21/05/2013;21/05/2013
9755;Sim;6376;21/05/2013;21/05/2013
9756;Sim;6377;21/05/2013;21/05/2013
9757;Sim;6379;17/04/2012;17/04/2012
9758;Sim;6380;17/04/2012;17/04/2012
9759;Sim;6378;17/04/2012;17/04/2012
9760;Sim;6382;17/04/2012;17/04/2012
9761;Sim;6383;17/04/2012;17/04/2012
9762;Sim;6384;06/11/2012;06/11/2012
9763;Sim;6385;06/11/2012;06/11/2012
9764;Sim;6386;06/11/2012;06/11/2012
9766;Sim;6387;06/11/2012;06/11/2012
9767;Sim;6388;06/11/2012;06/11/2012
9768;Sim;6389;06/11/2012;06/11/2012
9769;Sim;6390;17/04/2012;17/04/2012
9770;Sim;6391;06/11/2012;06/11/2012
9771;Sim;6392;17/04/2012;17/04/2012
9772;Sim;6393;17/04/2012;17/04/2012
9773;Sim;6394;30/10/2012;30/10/2012
9774;Sim;6395;17/04/2012;17/04/2012
9775;Sim;6396;17/04/2012;17/04/2012
9776;Sim;6459;27/06/2012;27/06/2012
9778;Sim;6472;27/06/2012;27/06/2012
9779;Sim;6473;27/06/2012;27/06/2012
9780;Sim;6397;26/04/2012;26/04/2012
9781;Não;;;
9782;Não;;;
9783;Sim;6474;03/08/2015;03/08/2015
9784;Sim;6475;08/07/2013;08/07/2013
9785;Sim;6476;27/06/2012;27/06/2012
9786;Sim;6477;27/06/2012;27/06/2012
9787;Sim;6478;27/06/2012;27/06/2012
9789;Sim;6485;27/06/2012;27/06/2012
9791;Sim;6482;27/06/2012;27/06/2012
9792;Sim;6486;03/08/2012;03/08/2012
9793;Sim;6487;03/08/2012;03/08/2012
9794;Sim;6488;03/08/2012;03/08/2012
9795;Sim;6489;03/08/2012;03/08/2012
9796;Sim;6490;03/08/2012;03/08/2012
9797;Sim;6491;03/08/2012;03/08/2012
9798;Sim;6492;03/08/2012;03/08/2012
9799;Sim;6494;03/08/2012;03/08/2012
9800;Sim;6493;03/08/2012;03/08/2012
9801;Sim;6495;03/08/2012;03/08/2012
9802;Sim;6496;03/08/2012;03/08/2012
9803;Sim;6497;03/08/2012;03/08/2012
9804;Sim;6498;03/08/2012;03/08/2012
9805;Sim;6499;03/08/2012;03/08/2012
9806;Sim;6500;03/08/2012;03/08/2012
9807;Sim;6501;03/08/2012;03/08/2012
9808;Sim;6502;03/08/2012;03/08/2012
9809;Sim;7068;14/02/2013;14/02/2013
9810;Sim;7069;14/02/2013;14/02/2013
9811;Sim;7459;04/10/2013;04/10/2013
9812;Sim;7085;01/03/2013;01/03/2013
9813;Sim;7086;01/03/2013;01/03/2013
9814;Sim;6961;21/10/2013;21/10/2013
9816;Sim;6962;14/01/2013;14/01/2013
9817;Sim;6732;11/03/2021;11/03/2021
9818;Não;;;
9820;Sim;7087;01/03/2013;01/03/2013
9822;Sim;8368;09/07/2015;09/07/2015
9824;Sim;7088;03/04/2013;03/04/2013
9825;Sim;685;22/10/2012;22/10/2012
9826;Sim;7255;26/04/2013;26/04/2013
9827;Sim;7256;26/04/2013;26/04/2013
9828;Não;;;
9829;Sim;7070;26/04/2013;26/04/2013
9830;Sim;7458;04/10/2013;04/10/2013
9831;Sim;7451;13/01/2015;13/01/2015
9832;Sim;7450;13/01/2015;13/01/2015
9833;Sim;7453;13/01/2015;13/01/2015
9834;Sim;7452;13/01/2015;13/01/2015
9835;Sim;7089;01/03/2013;01/03/2013
9836;Sim;7090;01/03/2013;01/03/2013
9837;Sim;6439;01/06/2012;01/06/2012
9838;Sim;6440;01/06/2012;01/06/2012
9839;Não;;;
9840;Sim;6963;14/01/2013;14/01/2013
9841;Sim;6964;14/01/2013;14/01/2013
9842;Sim;6965;14/01/2013;14/01/2013
9843;Sim;6966;15/02/2016;15/02/2016
9844;Sim;6967;14/06/2013;14/06/2013
9845;Sim;6968;14/06/2013;14/06/2013
9846;Sim;6969;14/01/2013;14/01/2013
9847;Sim;6733;16/11/2012;16/11/2012
9848;Não;;;
9849;Não;;;
9850;Não;;;
9851;Não;;;
9852;Não;;;
9853;Sim;6970;14/01/2013;14/01/2013
9854;Sim;6971;04/08/2015;04/08/2015
9855;Sim;6972;14/01/2013;14/01/2013
9856;Sim;6973;14/01/2013;14/01/2013
9857;Sim;6974;14/01/2013;14/01/2013
9858;Sim;6975;14/01/2013;14/01/2013
9860;Não;;;
9861;Não;;;
9862;Não;;;
9863;Não;;;
9864;Não;;;
9865;Não;;;
9866;Não;;;
9867;Não;;;
9868;Não;;;
9869;Sim;1051;04/06/2012;04/06/2012
9870;Sim;6978;14/01/2013;14/01/2013
9871;Sim;6979;14/01/2013;14/01/2013
9872;Sim;6980;14/01/2013;14/01/2013
9873;Sim;6981;28/09/2022;28/09/2022
9874;Sim;6982;18/03/2013;18/03/2013
9875;Sim;6983;14/01/2013;14/01/2013
9876;Sim;6984;14/01/2013;14/01/2013
9877;Sim;6985;14/01/2013;14/01/2013
9878;Sim;6976;14/01/2013;14/01/2013
9879;Sim;6986;14/01/2013;14/01/2013
9880;Sim;6987;14/01/2013;14/01/2013
9881;Sim;6988;14/01/2013;14/01/2013
9882;Sim;6989;14/01/2013;14/01/2013
9883;Sim;6990;14/01/2013;14/01/2013
9884;Sim;6991;14/01/2013;14/01/2013
9885;Sim;6992;14/01/2013;14/01/2013
9886;Sim;6993;14/01/2013;14/01/2013
9887;Sim;6994;14/01/2013;14/01/2013
9888;Sim;6995;14/01/2013;14/01/2013
9889;Não;;;
9890;Não;;;
9891;Não;;;
9892;Sim;7091;01/03/2013;01/03/2013
9893;Sim;7092;08/05/2013;08/05/2013
9894;Sim;7093;01/03/2013;01/03/2013
9895;Não;;;
9896;Sim;6441;13/12/2013;13/12/2013
9898;Sim;6442;13/12/2013;13/12/2013
9899;Sim;6443;13/12/2013;13/12/2013
9900;Sim;6444;13/12/2013;13/12/2013
9901;Sim;6445;13/12/2013;13/12/2013
9902;Sim;6446;13/12/2013;13/12/2013
9903;Não;;;
9904;Não;;;
9905;Sim;6448;23/05/2016;23/05/2016
9906;Sim;6450;23/05/2016;23/05/2016
9907;Sim;6513;08/11/2013;08/11/2013
9909;Sim;6503;07/10/2013;07/10/2013
9910;Sim;6504;07/10/2013;07/10/2013
9911;Sim;6505;07/10/2013;07/10/2013
9912;Sim;6506;07/10/2013;07/10/2013
9913;Sim;6517;06/11/2012;06/11/2012
9914;Sim;6523;06/11/2012;06/11/2012
9915;Sim;6524;06/11/2012;06/11/2012
9916;Sim;6525;06/11/2012;06/11/2012
9917;Sim;6526;06/11/2012;06/11/2012
9918;Sim;6518;06/11/2012;06/11/2012
9919;Sim;6527;06/11/2012;06/11/2012
9920;Sim;6528;06/11/2012;06/11/2012
9921;Sim;6529;06/11/2012;06/11/2012
9922;Sim;6530;06/11/2012;06/11/2012
9923;Sim;6516;08/11/2013;08/11/2013
9924;Sim;6519;07/10/2013;07/10/2013
9925;Sim;6520;07/10/2013;07/10/2013
9926;Sim;6521;07/10/2013;07/10/2013
9927;Sim;6522;18/03/2015;18/03/2015
9928;Sim;6514;06/11/2012;06/11/2012
9929;Sim;6507;06/11/2012;06/11/2012
9930;Sim;6508;06/11/2012;06/11/2012
9931;Sim;6509;06/11/2012;06/11/2012
9932;Sim;6510;18/03/2015;18/03/2015
9933;Sim;6515;06/11/2012;06/11/2012
9934;Sim;6511;06/11/2012;06/11/2012
9935;Sim;6512;06/11/2012;06/11/2012
9936;Sim;6533;06/11/2012;06/11/2012
9937;Sim;6534;18/03/2015;18/03/2015
9938;Sim;2164;13/01/2015;13/01/2015
9945;Sim;2166;31/07/2012;31/07/2012
9946;Sim;4042;31/07/2012;31/07/2012
9947;Sim;4011;31/07/2012;31/07/2012
9949;Sim;4773;31/07/2012;31/07/2012
9950;Sim;4043;31/07/2012;31/07/2012
9951;Sim;4012;31/07/2012;31/07/2012
9952;Sim;4777;31/07/2012;31/07/2012
9953;Sim;4045;31/07/2012;31/07/2012
9954;Sim;4014;31/07/2012;31/07/2012
9955;Sim;4779;31/07/2012;31/07/2012
9956;Sim;4047;31/07/2012;31/07/2012
9957;Sim;4016;31/07/2012;31/07/2012
9958;Sim;4775;31/07/2012;31/07/2012
9959;Sim;4068;31/07/2012;31/07/2012
9960;Sim;4037;31/07/2012;31/07/2012
9961;Sim;4799;31/07/2012;31/07/2012
9962;Sim;4070;31/07/2012;31/07/2012
9963;Sim;4039;31/07/2012;31/07/2012
9964;Sim;4801;31/07/2012;31/07/2012
9965;Sim;4050;31/07/2012;31/07/2012
9966;Sim;4019;31/07/2012;31/07/2012
9967;Sim;4781;31/07/2012;31/07/2012
9968;Sim;4056;31/07/2012;31/07/2012
9969;Sim;4025;31/07/2012;31/07/2012
9970;Sim;4787;31/07/2012;31/07/2012
9971;Sim;4062;08/08/2018;08/08/2018
9972;Sim;4031;08/08/2018;08/08/2018
9973;Sim;4793;08/08/2018;08/08/2018
9974;Sim;4067;31/07/2012;31/07/2012
9975;Sim;4036;31/07/2012;31/07/2012
9976;Sim;4798;31/07/2012;31/07/2012
9977;Sim;4069;31/07/2012;31/07/2012
9978;Sim;4038;31/07/2012;31/07/2012
9979;Sim;4800;31/07/2012;31/07/2012
9980;Sim;6199;31/07/2012;31/07/2012
9981;Sim;1575;31/07/2012;31/07/2012
9982;Sim;4071;31/07/2012;31/07/2012
9983;Sim;4040;31/07/2012;31/07/2012
9984;Sim;4751;31/07/2012;31/07/2012
9985;Sim;4058;31/07/2012;31/07/2012
9986;Sim;4027;31/07/2012;31/07/2012
9987;Sim;4789;31/07/2012;31/07/2012
9988;Sim;4054;31/07/2012;31/07/2012
9989;Sim;4023;31/07/2012;31/07/2012
9990;Sim;4785;31/07/2012;31/07/2012
9991;Sim;6593;07/08/2012;07/08/2012
9992;Sim;6542;07/08/2012;07/08/2012
9993;Sim;6570;07/08/2012;07/08/2012
9994;Sim;6594;07/08/2012;07/08/2012
9995;Sim;6543;07/08/2012;07/08/2012
9996;Sim;6571;07/08/2012;07/08/2012
9997;Sim;6595;07/08/2012;07/08/2012
9998;Sim;6544;07/08/2012;07/08/2012
9999;Sim;6572;07/08/2012;07/08/2012
10000;Sim;6596;07/08/2012;07/08/2012
10001;Sim;6545;07/08/2012;07/08/2012
10002;Sim;6573;07/08/2012;07/08/2012
10003;Sim;6597;07/08/2012;07/08/2012
10004;Sim;6546;07/08/2012;07/08/2012
10005;Sim;6574;07/08/2012;07/08/2012
10006;Sim;6198;31/07/2012;31/07/2012
10007;Sim;6598;07/08/2012;07/08/2012
10008;Sim;6547;07/08/2012;07/08/2012
10009;Sim;6575;07/08/2012;07/08/2012
10010;Sim;6599;07/08/2012;07/08/2012
10011;Sim;6548;07/08/2012;07/08/2012
10012;Sim;6576;07/08/2012;07/08/2012
10013;Sim;6604;07/08/2012;07/08/2012
10014;Sim;6549;07/08/2012;07/08/2012
10015;Sim;6581;07/08/2012;07/08/2012
10016;Sim;6611;07/08/2012;07/08/2012
10017;Sim;6550;07/08/2012;07/08/2012
10018;Sim;6588;07/08/2012;07/08/2012
10019;Sim;6613;07/08/2012;07/08/2012
10020;Sim;6551;07/08/2012;07/08/2012
10021;Sim;6590;07/08/2012;07/08/2012
10022;Sim;6600;07/08/2012;07/08/2012
10023;Sim;6552;07/08/2012;07/08/2012
10024;Sim;6577;07/08/2012;07/08/2012
10025;Sim;6602;07/08/2012;07/08/2012
10026;Sim;6553;07/08/2012;07/08/2012
10027;Sim;6579;07/08/2012;07/08/2012
10028;Sim;6603;07/08/2012;07/08/2012
10029;Sim;6554;07/08/2012;07/08/2012
10030;Sim;6580;07/08/2012;07/08/2012
10031;Sim;6606;07/08/2012;07/08/2012
10032;Sim;6555;07/08/2012;07/08/2012
10033;Sim;6583;07/08/2012;07/08/2012
10034;Sim;6608;07/08/2012;07/08/2012
10035;Sim;6556;07/08/2012;07/08/2012
10036;Sim;6585;07/08/2012;07/08/2012
10037;Sim;6607;07/08/2012;07/08/2012
10038;Sim;6557;07/08/2012;07/08/2012
10039;Sim;6584;07/08/2012;07/08/2012
10040;Sim;6609;08/08/2018;08/08/2018
10041;Sim;6558;08/08/2018;08/08/2018
10042;Sim;6586;08/08/2018;08/08/2018
10043;Sim;6610;07/08/2012;07/08/2012
10044;Sim;6559;07/08/2012;07/08/2012
10045;Sim;6587;07/08/2012;07/08/2012
10046;Sim;6612;07/08/2012;07/08/2012
10047;Sim;6560;07/08/2012;07/08/2012
10048;Sim;6589;07/08/2012;07/08/2012
10049;Sim;6614;07/08/2012;07/08/2012
10050;Sim;6561;07/08/2012;07/08/2012
10051;Sim;6591;07/08/2012;07/08/2012
10052;Sim;6605;05/12/2012;05/12/2012
10053;Sim;6562;05/12/2012;05/12/2012
10054;Sim;6582;05/12/2012;05/12/2012
10055;Sim;6601;07/08/2012;07/08/2012
10056;Sim;6563;07/08/2012;07/08/2012
10057;Sim;6578;07/08/2012;07/08/2012
10058;Sim;2651;31/07/2012;31/07/2012
10059;Sim;5864;31/07/2012;31/07/2012
10060;Sim;2653;31/07/2012;31/07/2012
10061;Sim;5865;31/07/2012;31/07/2012
10062;Sim;2650;31/07/2012;31/07/2012
10063;Sim;5872;31/07/2012;31/07/2012
10064;Sim;2652;31/07/2012;31/07/2012
10065;Sim;5873;31/07/2012;31/07/2012
10066;Sim;2632;31/07/2012;31/07/2012
10067;Sim;5874;31/07/2012;31/07/2012
10068;Sim;6564;07/08/2012;07/08/2012
10069;Sim;6565;07/08/2012;07/08/2012
10070;Sim;6566;07/08/2012;07/08/2012
10071;Sim;6567;07/08/2012;07/08/2012
10072;Sim;6568;07/08/2012;07/08/2012
10075;Sim;6924;04/05/2015;04/05/2015
10077;Sim;6633;06/04/2016;06/04/2016
10078;Sim;6625;13/02/2015;13/02/2015
10079;Sim;6461;21/08/2012;21/08/2012
10080;Sim;6462;21/08/2012;21/08/2012
10081;Sim;6720;07/10/2014;07/10/2014
10082;Sim;6721;07/10/2014;07/10/2014
10083;Sim;6722;07/10/2014;07/10/2014
10084;Sim;6723;07/10/2014;07/10/2014
10085;Sim;6724;07/10/2014;07/10/2014
10086;Sim;6725;07/10/2014;07/10/2014
10087;Sim;6726;07/10/2014;07/10/2014
10088;Sim;6727;07/10/2014;07/10/2014
10089;Sim;6728;13/11/2012;13/11/2012
10090;Sim;6708;07/10/2014;07/10/2014
10091;Sim;6709;07/10/2014;07/10/2014
10092;Sim;6710;07/10/2014;07/10/2014
10093;Sim;6711;08/11/2012;08/11/2012
10094;Sim;6712;08/11/2012;08/11/2012
10095;Sim;6713;07/10/2014;07/10/2014
10096;Sim;6714;07/10/2014;07/10/2014
10097;Sim;4044;24/08/2012;24/08/2012
10098;Sim;4013;24/08/2012;24/08/2012
10099;Sim;4778;24/08/2012;24/08/2012
10100;Sim;4046;24/08/2012;24/08/2012
10101;Sim;4015;24/08/2012;24/08/2012
10102;Sim;4774;24/08/2012;24/08/2012
10103;Sim;4048;24/08/2012;24/08/2012
10104;Sim;4017;24/08/2012;24/08/2012
10105;Sim;4776;24/08/2012;24/08/2012
10106;Sim;4049;24/08/2012;24/08/2012
10107;Sim;4018;24/08/2012;24/08/2012
10108;Sim;4780;24/08/2012;24/08/2012
10109;Sim;4057;24/08/2012;24/08/2012
10110;Sim;4026;24/08/2012;24/08/2012
10111;Sim;4788;24/08/2012;24/08/2012
10112;Sim;1562;24/08/2012;24/08/2012
10113;Sim;4064;29/08/2012;29/08/2012
10114;Sim;4033;29/08/2012;29/08/2012
10115;Sim;4795;29/08/2012;29/08/2012
10116;Sim;4051;24/08/2012;24/08/2012
10117;Sim;4020;24/08/2012;24/08/2012
10118;Sim;4782;24/08/2012;24/08/2012
10119;Sim;4052;24/08/2012;24/08/2012
10120;Sim;4021;24/08/2012;24/08/2012
10121;Sim;4783;24/08/2012;24/08/2012
10122;Sim;4053;24/08/2012;24/08/2012
10123;Sim;4022;24/08/2012;24/08/2012
10124;Sim;4784;24/08/2012;24/08/2012
10125;Sim;4055;24/08/2012;24/08/2012
10126;Sim;4024;24/08/2012;24/08/2012
10127;Sim;4786;24/08/2012;24/08/2012
10128;Sim;4059;24/08/2012;24/08/2012
10129;Sim;4028;24/08/2012;24/08/2012
10130;Sim;4790;24/08/2012;24/08/2012
10131;Sim;4060;24/08/2012;24/08/2012
10132;Sim;4029;24/08/2012;24/08/2012
10133;Sim;4791;24/08/2012;24/08/2012
10134;Sim;4061;24/08/2012;24/08/2012
10135;Sim;4030;24/08/2012;24/08/2012
10136;Sim;4792;24/08/2012;24/08/2012
10137;Sim;4063;24/08/2012;24/08/2012
10138;Sim;4032;24/08/2012;24/08/2012
10139;Sim;4794;24/08/2012;24/08/2012
10140;Sim;4065;24/08/2012;24/08/2012
10141;Sim;4034;24/08/2012;24/08/2012
10142;Sim;4796;24/08/2012;24/08/2012
10143;Sim;4066;24/08/2012;24/08/2012
10144;Sim;4035;24/08/2012;24/08/2012
10145;Sim;4797;24/08/2012;24/08/2012
10147;Sim;6685;13/01/2015;13/01/2015
10148;Sim;6686;25/02/2015;25/02/2015
10149;Sim;6687;13/01/2015;13/01/2015
10150;Sim;6688;25/02/2015;25/02/2015
10155;Sim;6683;14/10/2020;14/10/2020
10156;Sim;6684;14/10/2020;14/10/2020
10157;Sim;6694;19/12/2018;19/12/2018
10158;Sim;6695;16/06/2015;16/06/2015
10159;Sim;6696;16/06/2015;16/06/2015
10160;Sim;6615;19/02/2014;19/02/2014
10161;Sim;6616;19/02/2014;19/02/2014
10162;Sim;6617;19/02/2014;19/02/2014
10163;Sim;6618;19/02/2014;19/02/2014
10164;Sim;6619;19/02/2014;19/02/2014
10165;Sim;6620;19/02/2014;19/02/2014
10166;Sim;6621;19/02/2014;19/02/2014
10167;Sim;6622;19/02/2014;19/02/2014
10168;Sim;6623;19/02/2014;19/02/2014
10169;Sim;6624;19/02/2014;19/02/2014
10170;Sim;6772;05/12/2012;05/12/2012
10172;Sim;6774;05/12/2012;05/12/2012
10173;Sim;6718;07/10/2014;07/10/2014
10176;Sim;6773;05/12/2012;05/12/2012
10177;Sim;7061;17/04/2015;17/04/2015
10178;Sim;7062;17/04/2015;17/04/2015
10179;Sim;7064;29/10/2015;29/10/2015
10181;Sim;7065;22/01/2015;22/01/2015
10182;Sim;7066;22/01/2015;22/01/2015
10183;Sim;7067;22/01/2015;22/01/2015
10186;Sim;4010;31/08/2012;31/08/2012
10187;Sim;4041;31/08/2012;31/08/2012
10188;Sim;4772;31/08/2012;31/08/2012
10189;Sim;6592;31/08/2012;31/08/2012
10190;Sim;6541;31/08/2012;31/08/2012
10191;Sim;6569;31/08/2012;31/08/2012
10192;Sim;6697;06/07/2016;06/07/2016
10193;Sim;6698;25/07/2016;25/07/2016
10194;Sim;6693;02/11/2012;02/11/2012
10195;Sim;2644;15/01/2013;15/01/2013
10196;Sim;2645;15/01/2013;15/01/2013
10197;Sim;5866;15/01/2013;15/01/2013
10198;Sim;5867;15/01/2013;15/01/2013
10199;Sim;2648;15/01/2013;15/01/2013
10200;Sim;2649;15/01/2013;15/01/2013
10201;Sim;5870;15/01/2013;15/01/2013
10202;Sim;5871;15/01/2013;15/01/2013
10203;Sim;6703;13/01/2015;13/01/2015
10204;Sim;6704;13/01/2015;13/01/2015
10205;Sim;2660;11/10/2012;11/10/2012
10206;Sim;2661;11/10/2012;11/10/2012
10207;Sim;2662;11/10/2012;11/10/2012
10208;Sim;2663;11/10/2012;11/10/2012
10209;Sim;2679;11/10/2012;11/10/2012
10210;Sim;2680;11/10/2012;11/10/2012
10211;Sim;2681;11/10/2012;11/10/2012
10212;Sim;2682;11/10/2012;11/10/2012
10213;Sim;2945;11/10/2012;11/10/2012
10214;Sim;4281;11/10/2012;11/10/2012
10215;Sim;2946;11/10/2012;11/10/2012
10216;Sim;4282;30/10/2012;30/10/2012
10217;Sim;2947;11/10/2012;11/10/2012
10218;Sim;4283;11/10/2012;11/10/2012
10219;Sim;2954;30/10/2012;30/10/2012
10220;Sim;4290;30/10/2012;30/10/2012
10221;Sim;2950;11/10/2012;11/10/2012
10222;Sim;4286;11/10/2012;11/10/2012
10223;Sim;2955;18/01/2013;18/01/2013
10224;Sim;4291;30/10/2012;30/10/2012
10225;Sim;2952;11/10/2012;11/10/2012
10226;Sim;4288;11/10/2012;11/10/2012
10227;Sim;2956;11/10/2012;11/10/2012
10228;Sim;4292;11/10/2012;11/10/2012
10229;Sim;2953;11/10/2012;11/10/2012
10230;Sim;4289;11/10/2012;11/10/2012
10231;Sim;2957;11/10/2012;11/10/2012
10232;Sim;4293;11/10/2012;11/10/2012
10233;Sim;2949;11/10/2012;11/10/2012
10234;Sim;4285;11/10/2012;11/10/2012
10235;Sim;2948;11/10/2012;11/10/2012
10236;Sim;4284;11/10/2012;11/10/2012
10237;Sim;2951;11/10/2012;11/10/2012
10238;Sim;4287;30/10/2012;30/10/2012
10239;Não;;;
10242;Sim;6699;13/01/2015;13/01/2015
10243;Sim;6700;25/02/2015;25/02/2015
10245;Sim;7254;25/02/2015;25/02/2015
10246;Sim;7253;13/01/2015;13/01/2015
10247;Sim;6737;13/01/2015;13/01/2015
10248;Sim;6719;07/10/2014;07/10/2014
