geocod,geodsg,dim_3_t,municip,<1 ano,ars,nuts3,aces2,0 - 4 anos,5 - 9 anos,10 - 14 anos,15 - 19 anos,20 - 24 anos,25 - 29 anos,30 - 34 anos,35 - 39 anos,40 - 44 anos,45 - 49 anos,50 - 54 anos,55 - 59 anos,60 - 64 anos,65 - 69 anos,70 - 74 anos,75 - 80 anos,81 - 84 anos,85 e mais anos,Total
1806,Mangualde,M,Mangualde,46,Centro,Viseu Dão Lafões,ACeS Dão Lafões,245,361,364,439,438,397,398,548,611,616,628,721,750,694,669,589,470,583,9567
1809,Nelas,H,Nelas,45,Centro,Viseu Dão Lafões,ACeS Dão Lafões,177,265,300,368,319,254,266,355,453,418,406,403,445,464,420,335,279,226,6198
1809,Nelas,M,Nelas,34,Centro,Viseu Dão Lafões,ACeS Dão Lafões,186,237,278,316,283,259,285,368,471,452,447,453,555,550,495,405,393,454,6921
1810,Oliveira de Frades,H,Oliveira de Frades,33,Centro,Viseu Dão Lafões,ACeS Dão Lafões,164,194,196,264,274,232,260,308,318,344,331,329,305,270,267,196,147,129,4561
1810,Oliveira de Frades,M,Oliveira de Frades,33,Centro,Viseu Dão Lafões,ACeS Dão Lafões,147,195,199,239,250,216,268,294,339,359,357,369,323,337,271,273,219,257,4945
1811,Penalva do Castelo,H,Penalva do Castelo,17,Centro,Viseu Dão Lafões,ACeS Dão Lafões,88,143,164,180,175,127,130,147,258,246,225,238,259,287,256,218,180,169,3507
1811,Penalva do Castelo,M,Penalva do Castelo,9,Centro,Viseu Dão Lafões,ACeS Dão Lafões,80,114,135,162,163,124,133,205,228,226,232,276,286,311,307,295,238,302,3826
1814,Santa Comba Dão,H,Santa Comba Dão,38,Centro,Viseu Dão Lafões,ACeS Dão Lafões,134,196,241,239,250,205,221,259,335,360,334,333,355,400,370,307,234,212,5023
1814,Santa Comba Dão,M,Santa Comba Dão,27,Centro,Viseu Dão Lafões,ACeS Dão Lafões,125,180,228,245,247,215,204,282,380,366,341,383,459,428,447,383,293,385,5618
1816,São Pedro do Sul,H,São Pedro do Sul,36,Centro,Viseu Dão Lafões,ACeS Dão Lafões,197,237,292,371,403,348,296,341,462,474,465,512,592,559,559,409,306,287,7146
1816,São Pedro do Sul,M,São Pedro do Sul,35,Centro,Viseu Dão Lafões,ACeS Dão Lafões,175,223,294,377,363,291,270,387,441,534,515,623,616,647,645,549,439,567,7991
1817,Sátão,H,Sátão,25,Centro,Viseu Dão Lafões,ACeS Dão Lafões,143,211,244,271,293,213,248,291,319,349,381,343,439,397,350,282,236,180,5215
1817,Sátão,M,Sátão,27,Centro,Viseu Dão Lafões,ACeS Dão Lafões,158,186,210,222,336,225,247,277,368,380,385,435,435,442,395,397,281,409,5815
1821,Tondela,H,Tondela,87,Centro,Viseu Dão Lafões,ACeS Dão Lafões,313,435,496,631,674,545,598,630,732,842,837,885,955,893,898,756,578,462,12247
1821,Tondela,M,Tondela,74,Centro,Viseu Dão Lafões,ACeS Dão Lafões,296,418,477,550,599,580,572,655,849,935,870,1073,1028,1019,1064,962,834,808,13663
1822,Vila Nova de Paiva,H,Vila Nova de Paiva,13,Centro,Viseu Dão Lafões,ACeS Dão Lafões,69,82,103,100,115,114,93,101,142,145,144,176,179,180,173,125,94,87,2235
1822,Vila Nova de Paiva,M,Vila Nova de Paiva,8,Centro,Viseu Dão Lafões,ACeS Dão Lafões,43,71,78,117,109,113,95,116,129,140,160,181,196,201,153,174,140,203,2427
1823,Viseu,H,Viseu,384,Centro,Viseu Dão Lafões,ACeS Dão Lafões,1662,2139,2442,2688,2699,2400,2406,3041,3718,3616,3310,3007,3087,2948,2586,2102,1420,1147,46802
1823,Viseu,M,Viseu,353,Centro,Viseu Dão Lafões,ACeS Dão Lafões,1583,2143,2319,2542,2697,2500,2677,3371,4133,4153,3736,3716,3549,3378,3031,2618,2033,2217,52749
1824,Vouzela,H,Vouzela,33,Centro,Viseu Dão Lafões,ACeS Dão Lafões,116,137,180,230,254,207,228,236,291,324,334,345,300,323,297,296,207,177,4515
1824,Vouzela,M,Vouzela,31,Centro,Viseu Dão Lafões,ACeS Dão Lafões,120,176,165,203,257,200,242,251,307,323,342,366,362,370,361,366,296,327,5065
0502,Castelo Branco,H,Castelo Branco,161,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),750,998,1088,1237,1271,1161,1165,1478,1781,1777,1727,1848,1764,1796,1636,1277,908,880,24703
0502,Castelo Branco,M,Castelo Branco,129,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),688,996,1149,1125,1217,1125,1227,1556,1911,1974,1998,1993,2104,1954,1784,1589,1346,1704,27569
0505,Idanha-a-Nova,H,Idanha-a-Nova,21,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),92,120,154,155,159,119,160,160,212,225,264,296,339,322,347,274,271,308,3998
0505,Idanha-a-Nova,M,Idanha-a-Nova,24,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),84,103,127,136,148,106,146,156,216,232,233,268,323,345,371,393,443,503,4357
0506,Oleiros,H,Oleiros,8,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),32,57,59,54,84,82,77,99,129,113,149,208,229,232,218,183,158,162,2333
0506,Oleiros,M,Oleiros,11,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),30,43,47,71,83,67,72,95,106,119,143,186,213,248,263,240,241,293,2571
0507,Penamacor,H,Penamacor,12,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),40,54,73,74,88,78,96,89,107,132,169,202,216,200,188,168,156,207,2349
0507,Penamacor,M,Penamacor,7,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),37,47,51,55,71,67,65,89,91,120,150,171,199,196,203,232,244,324,2419
0508,Proença-a-Nova,H,Proença-a-Nova,18,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),65,102,117,116,163,140,155,170,166,207,249,294,326,317,309,217,157,181,3469
0508,Proença-a-Nova,M,Proença-a-Nova,15,Centro,Beira Baixa,ACeS Pinhal Interior Sul (ULS Castelo Branco),75,92,107,132,135,114,107,137,190,197,215,284,333,298,320,301,276,370,3698
0511,Vila Velha de Ródão,H,Vila Velha de Ródão,8,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),44,49,52,49,53,40,56,79,81,85,86,110,126,122,162,119,111,133,1565
0511,Vila Velha de Ródão,M,Vila Velha de Ródão,6,Centro,Beira Baixa,ACeS Beira Interior Sul (ULS Castelo Branco),36,43,52,41,52,53,66,57,80,74,87,105,114,142,176,156,157,223,1720
1401,Abrantes,H,Abrantes,87,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,427,577,703,906,810,702,676,810,1056,1215,1212,1364,1383,1256,1049,829,704,668,16434
1401,Abrantes,M,Abrantes,92,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,381,563,684,695,796,598,674,858,1079,1241,1261,1384,1408,1434,1284,1104,1056,1303,17895
1402,Alcanena,H,Alcanena,25,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,178,248,311,327,323,231,278,326,426,456,439,456,445,417,386,303,223,196,5994
1402,Alcanena,M,Alcanena,43,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,160,256,273,296,278,259,247,355,411,445,460,473,500,474,467,367,324,390,6478
1408,Constância,H,Constância,9,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,55,80,96,121,78,87,73,101,124,142,157,154,118,129,111,83,52,53,1823
1408,Constância,M,Constância,8,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,57,77,88,101,87,86,83,102,149,148,145,150,134,128,114,115,93,110,1975
1410,Entroncamento,M,Entroncamento,66,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,361,492,544,549,537,471,520,687,759,862,812,892,668,552,514,523,389,454,10652
1410,Entroncamento,H,Entroncamento,88,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,355,491,559,566,523,491,498,646,686,721,731,712,638,475,412,322,336,239,9489
1411,Ferreira do Zêzere,H,Ferreira do Zêzere,23,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,107,125,174,171,207,173,167,192,239,223,265,279,273,277,250,223,159,159,3686
1411,Ferreira do Zêzere,M,Ferreira do Zêzere,23,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,101,142,158,162,174,145,179,201,236,256,260,289,311,326,283,276,285,307,4114
1413,Mação,H,Mação,10,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,56,93,87,118,134,122,109,139,160,146,216,273,253,257,247,227,170,244,3061
1413,Mação,M,Mação,10,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,61,74,100,104,111,88,94,117,151,183,207,235,257,260,277,270,287,455,3341
1421,Ourém,H,Ourém,185,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,672,902,1000,1111,1261,1143,1095,1217,1449,1421,1510,1571,1496,1348,1153,877,780,707,20898
1421,Ourém,M,Ourém,138,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,647,846,989,1124,1242,1077,1107,1266,1506,1604,1724,1704,1585,1549,1420,1339,1232,1541,23640
1417,Sardoal,H,Sardoal,5,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,38,49,62,86,92,78,74,70,130,138,115,134,143,135,108,87,74,74,1692
1417,Sardoal,M,Sardoal,8,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,38,55,51,67,75,56,64,93,111,125,113,159,146,138,126,119,119,158,1821
0509,Sertã,H,Sertã,53,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),202,271,293,373,375,327,279,349,442,468,521,572,582,586,463,390,319,249,7114
0509,Sertã,M,Sertã,52,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),168,245,300,342,324,298,310,373,433,485,540,614,584,512,534,501,464,576,7655
1418,Tomar,H,Tomar,121,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,471,627,778,896,943,824,768,852,1032,1186,1262,1350,1334,1280,1143,887,677,648,17079
1418,Tomar,M,Tomar,84,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,438,593,679,823,892,771,727,910,1078,1300,1476,1498,1561,1428,1415,1238,1086,1337,19334
1419,Torres Novas,H,Torres Novas,105,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,503,719,824,885,846,693,737,975,1105,1220,1137,1207,1170,1125,1025,831,608,533,16248
1419,Torres Novas,M,Torres Novas,108,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,483,621,772,775,828,628,743,989,1179,1247,1242,1370,1342,1251,1163,1062,924,1136,17863
0510,Vila de Rei,H,Vila de Rei,11,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),35,54,51,75,77,58,83,79,71,82,105,98,109,139,110,88,105,108,1538
0510,Vila de Rei,M,Vila de Rei,7,Centro,Médio Tejo,ACeS Pinhal Interior Sul (ULS Castelo Branco),32,54,52,52,74,57,54,83,81,81,91,113,120,136,119,131,140,264,1741
1420,Vila Nova da Barquinha,H,Vila Nova da Barquinha,27,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,107,142,159,156,182,154,170,210,219,229,248,249,225,202,212,169,149,100,3309
1420,Vila Nova da Barquinha,M,Vila Nova da Barquinha,24,Lisboa e Vale do Tejo,Médio Tejo,ACeS Médio Tejo,129,159,158,174,154,148,178,203,228,277,246,266,258,223,243,226,196,217,3707
0902,Almeida,H,Almeida,8,Centro,Beiras e Serra da Estrela,ULS Guarda,43,71,61,85,123,109,101,110,129,142,194,220,279,242,234,210,208,179,2748
0902,Almeida,M,Almeida,11,Centro,Beiras e Serra da Estrela,ULS Guarda,41,61,64,94,110,71,87,126,124,133,218,215,259,264,285,299,275,402,3139
0501,Belmonte,H,Belmonte,14,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,86,104,137,114,138,135,122,157,187,223,180,211,293,240,165,190,126,140,2962
0501,Belmonte,M,Belmonte,18,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,83,99,116,115,142,110,125,162,204,200,212,258,263,274,181,197,194,290,3243
0903,Celorico da Beira,H,Celorico da Beira,21,Centro,Beiras e Serra da Estrela,ULS Guarda,65,103,119,155,150,115,118,174,172,213,207,226,273,260,228,191,153,175,3118
0903,Celorico da Beira,M,Celorico da Beira,17,Centro,Beiras e Serra da Estrela,ULS Guarda,61,105,128,148,128,111,125,163,212,196,230,252,285,264,271,249,233,287,3465
0503,Covilhã,H,Covilhã,123,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,573,838,927,1049,1217,1029,1133,1223,1483,1536,1603,1663,1768,1805,1476,1112,818,705,22081
0503,Covilhã,M,Covilhã,140,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,603,724,898,1021,1115,961,1022,1290,1572,1740,1679,1777,1908,1892,1764,1501,1255,1512,24374
0904,Figueira de Castelo Rodrigo,H,Figueira de Castelo Rodrigo,17,Centro,Beiras e Serra da Estrela,ULS Guarda,57,95,81,103,104,99,105,113,147,145,147,186,209,209,185,158,162,132,2454
0904,Figueira de Castelo Rodrigo,M,Figueira de Castelo Rodrigo,12,Centro,Beiras e Serra da Estrela,ULS Guarda,58,98,90,84,101,81,97,135,127,137,163,177,224,219,202,229,210,250,2694
0905,Fornos de Algodres,M,Fornos de Algodres,13,Centro,Beiras e Serra da Estrela,ULS Guarda,52,74,71,94,100,87,76,104,107,144,132,189,186,189,159,192,178,217,2364
0905,Fornos de Algodres,H,Fornos de Algodres,15,Centro,Beiras e Serra da Estrela,ULS Guarda,50,55,70,82,89,77,99,107,113,129,152,152,186,165,130,130,123,115,2039
0504,Fundão,H,Fundão,83,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,343,457,505,595,648,564,593,732,804,818,876,942,1064,1034,855,728,574,526,12741
0504,Fundão,M,Fundão,74,Centro,Beiras e Serra da Estrela,ACeS Cova Da Beira,303,418,496,547,538,502,570,701,809,849,913,1034,1111,1100,972,923,827,1075,13762
0906,Gouveia,H,Gouveia,31,Centro,Beiras e Serra da Estrela,ULS Guarda,116,182,227,249,264,208,214,245,337,339,380,448,468,533,486,377,309,292,5705
0906,Gouveia,M,Gouveia,33,Centro,Beiras e Serra da Estrela,ULS Guarda,129,171,229,206,258,206,213,242,370,354,406,470,558,540,542,534,467,589,6517
0907,Guarda,H,Guarda,121,Centro,Beiras e Serra da Estrela,ULS Guarda,573,688,880,1028,1096,985,943,1154,1391,1422,1471,1503,1497,1274,1050,825,660,557,19118
0907,Guarda,M,Guarda,131,Centro,Beiras e Serra da Estrela,ULS Guarda,525,758,810,928,1104,886,970,1218,1471,1515,1610,1665,1640,1342,1254,1060,889,1223,20999
0908,Manteigas,H,Manteigas,10,Centro,Beiras e Serra da Estrela,ULS Guarda,23,33,35,55,57,57,52,68,79,80,85,111,136,145,116,97,72,44,1355
0908,Manteigas,M,Manteigas,14,Centro,Beiras e Serra da Estrela,ULS Guarda,25,33,41,56,72,68,49,57,74,80,96,113,150,158,130,115,117,106,1554
0909,Mêda,H,Mêda,8,Centro,Beiras e Serra da Estrela,ULS Guarda,61,62,64,92,105,74,99,113,112,132,131,196,182,198,166,177,114,113,2199
0909,Mêda,M,Mêda,8,Centro,Beiras e Serra da Estrela,ULS Guarda,47,60,83,83,78,80,80,111,127,139,128,200,198,203,195,228,167,216,2431
0910,Pinhel,H,Pinhel,14,Centro,Beiras e Serra da Estrela,ULS Guarda,60,114,147,178,170,137,124,195,223,243,275,322,320,334,299,268,243,213,3879
0910,Pinhel,M,Pinhel,10,Centro,Beiras e Serra da Estrela,ULS Guarda,86,95,105,159,162,134,135,162,213,234,263,320,368,352,383,343,311,378,4213
0911,Sabugal,H,Sabugal,25,Centro,Beiras e Serra da Estrela,ULS Guarda,98,145,134,176,192,176,186,258,255,282,339,387,515,492,478,411,364,414,5327
0911,Sabugal,M,Sabugal,14,Centro,Beiras e Serra da Estrela,ULS Guarda,111,129,155,172,190,173,188,221,233,258,343,399,453,522,511,577,517,787,5953
0912,Seia,H,Seia,55,Centro,Beiras e Serra da Estrela,ULS Guarda,272,350,383,449,476,406,438,515,630,663,730,800,847,912,840,621,501,408,10296
0912,Seia,M,Seia,40,Centro,Beiras e Serra da Estrela,ULS Guarda,239,351,387,406,465,395,409,569,668,724,743,893,952,1008,908,807,667,828,11459
0913,Trancoso,H,Trancoso,27,Centro,Beiras e Serra da Estrela,ULS Guarda,85,117,165,183,168,150,163,202,253,276,268,298,349,307,300,247,227,195,3980
0913,Trancoso,M,Trancoso,14,Centro,Beiras e Serra da Estrela,ULS Guarda,90,119,127,153,173,141,162,194,264,253,293,343,349,369,346,362,314,367,4433
1502,Alcochete,H,Alcochete,69,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,358,520,613,629,530,440,437,556,793,940,759,591,469,412,422,317,203,146,9204
1502,Alcochete,M,Alcochete,71,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,323,529,649,590,520,411,481,612,897,999,777,647,526,466,500,394,269,278,9939
1503,Almada,H,Almada,653,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,3104,4134,4600,4696,4891,4627,4811,5391,6125,6449,5606,5267,5033,4901,4500,3672,2631,2117,83208
1503,Almada,M,Almada,675,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,2941,3762,4350,4354,4740,4869,5233,5704,6867,7150,6251,6384,6386,5886,5749,4814,3820,4095,94030
1115,Amadora,H,Amadora,837,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Amadora,3312,3997,4240,4297,4762,5369,5627,5593,5842,5788,5034,4576,4527,4222,4090,3311,2265,1704,79393
1115,Amadora,M,Amadora,725,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Amadora,3252,3885,4103,4144,4855,5687,5823,6187,6654,6548,5917,5926,5860,5533,5590,4670,3438,3264,92061
1504,Barreiro,H,Barreiro,290,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,1281,1778,1930,2099,2024,2012,2082,2255,2720,3029,2394,2249,2124,2045,2287,1935,1321,847,36702
1504,Barreiro,M,Barreiro,303,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,1227,1620,1894,2038,2042,2105,2111,2381,3045,3274,2768,2621,2624,2761,3056,2491,1743,1539,41643
1105,Cascais,H,Cascais,756,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Cascais,3643,5464,6144,6239,5868,5280,4947,5811,7397,8274,7271,6708,5951,5533,5347,4073,2815,2245,99766
1105,Cascais,M,Cascais,734,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Cascais,3473,4976,5847,5844,5564,4880,5326,6663,8938,9663,8444,8149,7409,7223,6980,5465,4077,4703,114358
1106,Lisboa,M,Lisboa,2277,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Lisboa Norte + Lisboa Central,9044,11296,11885,12552,14723,18693,18844,18571,20394,20450,18682,18097,17544,16786,17142,14882,13053,16702,291617
1106,Lisboa,H,Lisboa,2311,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Lisboa Norte + Lisboa Central,9670,11986,12751,12832,14962,18603,19303,18714,19459,18870,16388,15431,13696,12797,12168,9738,7511,6989,254179
1107,Loures,H,Loures,919,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Loures/Odivelas,3993,5056,5338,5494,5569,5679,5928,6506,7227,7146,6357,5703,5412,5167,4972,4094,2694,1866,95120
1107,Loures,M,Loures,810,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Loures/Odivelas,3815,4710,4982,5158,5511,5874,6294,7097,7934,8145,7098,6819,6710,6515,6326,5285,3709,3678,106470
1109,Mafra,H,Mafra,366,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Oeste Sul,1757,2453,2652,2659,2338,2002,2217,2839,3675,3937,3290,2720,2247,1956,1738,1405,967,698,41916
1109,Mafra,M,Mafra,354,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Oeste Sul,1607,2302,2686,2577,2220,1982,2324,3286,4093,4153,3167,2841,2396,2213,2077,1634,1254,1433,44599
1506,Moita,H,Moita,299,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,1297,1598,1872,1904,1881,1750,1783,1952,2410,2488,2040,1967,1909,1936,1700,1285,758,519,31348
1506,Moita,M,Moita,248,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,1185,1577,1733,1789,1796,1882,1874,2133,2604,2706,2362,2279,2423,2333,2050,1609,1250,1074,34907
1507,Montijo,H,Montijo,310,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,1187,1554,1655,1481,1511,1510,1841,2122,2502,2295,1766,1565,1365,1259,1167,852,619,492,27053
1507,Montijo,M,Montijo,264,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arco Ribeirinho,1135,1424,1484,1427,1391,1504,1834,2207,2491,2310,1837,1716,1549,1527,1413,1234,908,974,28629
1116,Odivelas,H,Odivelas,651,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Loures/Odivelas,3040,3747,3884,3657,4118,4289,4547,5243,5871,5435,4421,3985,3788,3636,3624,2777,1843,1168,69724
1116,Odivelas,M,Odivelas,653,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Loures/Odivelas,2938,3647,3776,3628,3898,4362,5023,5513,6372,6012,5063,4855,4706,4700,4607,3590,2581,2386,78310
1110,Oeiras,H,Oeiras,663,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,Lisboa Ocidental/Oeiras,2988,4188,4738,4721,4446,4351,4528,4996,6100,6586,5342,4688,4380,4214,4622,3591,2416,2023,79581
1110,Oeiras,M,Oeiras,682,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,Lisboa Ocidental/Oeiras,2903,3857,4298,4488,4209,4340,4698,5531,6969,7745,6418,5955,5602,5952,6216,4799,3533,3882,92077
1508,Palmela,H,Palmela,260,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,1155,1644,2002,2075,1924,1685,1719,2175,2741,2900,2369,2192,2052,1642,1675,1313,927,715,33165
1508,Palmela,M,Palmela,272,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,1212,1600,1849,1931,1801,1653,1758,2250,2890,3073,2540,2402,2164,1984,1926,1570,1333,1479,35687
1510,Seixal,H,Seixal,725,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,3121,4130,4519,4511,4681,4390,4652,5183,6190,6207,5157,4780,4598,4542,4378,3293,2216,1351,78624
1510,Seixal,M,Seixal,705,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Almada/Seixal,3130,3958,4206,4250,4625,4661,5096,5849,6893,6861,5945,5792,5855,5824,5132,3878,2697,2526,87883
1511,Sesimbra,H,Sesimbra,224,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,1019,1325,1427,1547,1438,1239,1391,1691,2113,2133,1841,1613,1530,1417,1299,1050,668,470,25435
1511,Sesimbra,M,Sesimbra,183,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,945,1262,1444,1408,1367,1262,1424,1843,2245,2360,1923,1838,1663,1533,1483,1104,811,851,26949
1512,Setúbal,H,Setúbal,467,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,2188,2885,3457,3456,3426,3043,3065,3560,4538,4886,4004,3693,3571,3490,3431,2544,1649,1205,58558
1512,Setúbal,M,Setúbal,452,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Arrábida,2017,2773,3277,3305,3317,2993,3295,3898,4910,5373,4449,4204,4501,4192,4006,3185,2292,2499,64938
1111,Sintra,H,Sintra,1690,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Sintra,7499,9262,10439,11337,12124,11770,11487,11934,13683,14828,13881,12440,10333,8710,7743,6064,3778,2790,181792
1111,Sintra,M,Sintra,1645,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Sintra,7194,8985,10189,11086,12076,12161,12318,13138,15553,16897,16272,14252,12248,10861,9918,7676,5664,5681,203814
1114,Vila Franca de Xira,H,Vila Franca de Xira,639,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Estuário do Tejo,2714,3565,3921,3918,3728,3728,3950,4677,5603,5590,4599,4063,3839,3509,3098,2117,1436,984,65678
1114,Vila Franca de Xira,M,Vila Franca de Xira,568,Lisboa e Vale do Tejo,Área Metropolitana de Lisboa,ACeS Estuário do Tejo,2598,3256,3659,3834,3747,3748,4234,5041,6179,6184,5071,4838,4614,4248,3504,2742,2003,1783,71851
1501,Alcácer do Sal,H,Alcácer do Sal,36,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,111,196,277,271,272,220,226,307,352,411,360,369,464,437,390,259,224,190,5372
1501,Alcácer do Sal,M,Alcácer do Sal,33,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,136,211,234,252,201,196,232,303,386,387,316,408,488,450,470,353,339,345,5740
1505,Grândola,H,Grândola,62,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,223,283,290,367,330,322,423,485,536,560,443,464,475,436,437,317,305,245,7003
1505,Grândola,M,Grândola,49,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,167,296,313,312,273,271,299,391,520,475,415,471,490,461,459,417,353,387,6819
0211,Odemira,H,Odemira,88,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,409,481,541,539,1114,1619,1650,1400,1400,1135,1008,961,951,858,693,533,503,484,16367
0211,Odemira,M,Odemira,96,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,351,468,521,506,577,702,749,932,996,886,868,955,946,812,725,680,671,730,13171
1509,Santiago do Cacém,H,Santiago do Cacém,90,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,444,587,625,612,582,578,663,919,1014,944,774,920,1054,1095,927,633,517,483,13461
1509,Santiago do Cacém,M,Santiago do Cacém,89,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,428,550,601,554,547,523,669,879,1011,926,857,1011,1244,1089,967,827,738,801,14311
1513,Sines,H,Sines,64,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,228,343,344,352,325,360,434,475,561,529,457,452,502,412,395,260,184,145,6822
1513,Sines,M,Sines,62,Alentejo,Alentejo Litoral,ULS Litoral Alentejano,271,339,356,341,330,336,378,481,599,515,475,589,507,449,416,326,286,320,7376
0201,Aljustrel,H,Aljustrel,31,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,135,168,190,179,212,217,251,274,305,317,307,317,365,360,277,210,136,127,4378
0201,Aljustrel,M,Aljustrel,34,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,140,182,179,190,193,170,211,236,258,275,311,327,359,346,318,256,243,268,4496
0202,Almodôvar,H,Almodôvar,26,Alentejo,Baixo Alentejo,ULS Baixo Alentejo,95,98,153,142,157,137,160,186,224,225,257,221,245,240,238,188,165,151,3308
